SERIES,DESCRIPTION
IUDBEDR,Official Bank Rate
IUDLUST,Daily average rate of discount - 3 month Treasury Bills - US Dollar
IUDVJND,Daily Eligible bills discount rate - 1 month
XUDLERS,Spot exchange rate - Euro into Sterling
XUDLUSG,Effective exchange rate index - US $ (1990 average = 100)
XUDLUSS,Spot exchange rate - US $ into Sterling
IUMABEDR,Monthly average of official Bank Rate
IUMALUST,Monthly average rate of discount - 3 month Treasury Bills - US Dollar
IUMAVJND,Monthly average of Eligible bills discount rate - 1 month
IUMBEDR,End month official Bank Rate
IUMLUST,End month level of discount rate - 3 month Treasury Bills - US Dollar
IUMVJND,End month level of Eligible bills discount rate - 1 month
XUMAERS,Monthly average Spot exchange rate - Euro into Sterling
XUMAUSG,Monthly average Effective exchange rate index - US$ (1990 average = 100)
XUMAUSS,Monthly average Spot exchange rate - US$ into Sterling
XUMLERS,End month Spot exchange rate - Euro into Sterling
XUMLUSG,End month Effective exchange rate Index - US$ (1990 average = 100)
XUMLUSS,End month Spot exchange rate - US$ into Sterling

DATE,IUDBEDR,IUDLUST,IUDVJND,XUDLERS,XUDLUSG,XUDLUSS,IUMABEDR,IUMALUST,IUMAVJND,IUMBEDR,IUMLUST,IUMVJND,XUMAERS,XUMAUSG,XUMAUSS,XUMLERS,XUMLUSG,XUMLUSS
02 Jan 2001,6,5.69,5.76,1.5788,112.5648,1.4956,,,,,,,,,,,,
03 Jan 2001,6,5.53,5.77,1.5913,112.5874,1.5047,,,,,,,,,,,,
04 Jan 2001,6,5.23,5.74,1.5807,113.027,1.4931,,,,,,,,,,,,
05 Jan 2001,6,4.99,5.72,1.5711,112.9803,1.4955,,,,,,,,,,,,
08 Jan 2001,6,5.06,5.72,1.5778,112.9429,1.4994,,,,,,,,,,,,
09 Jan 2001,6,5.1,5.72,1.5851,113.4618,1.4911,,,,,,,,,,,,
10 Jan 2001,6,5.15,5.74,1.5846,113.4467,1.4903,,,,,,,,,,,,
11 Jan 2001,6,5.17,5.74,1.5727,113.3899,1.4947,,,,,,,,,,,,
12 Jan 2001,6,5.19,5.83,1.5585,113.698,1.4784,,,,,,,,,,,,
15 Jan 2001,6,5.19,5.86,1.5694,114.4068,1.4787,,,,,,,,,,,,
16 Jan 2001,6,5.22,5.84,1.5629,114.1141,1.4702,,,,,,,,,,,,
17 Jan 2001,6,5.22,5.84,1.5831,114.6636,1.4729,,,,,,,,,,,,
18 Jan 2001,6,5.14,5.82,1.5624,114.2237,1.476,,,,,,,,,,,,
19 Jan 2001,6,5.1,5.82,1.5694,114.417,1.4685,,,,,,,,,,,,
22 Jan 2001,6,5.11,5.75,1.5615,114.2254,1.4609,,,,,,,,,,,,
23 Jan 2001,6,5.1,5.78,1.5656,114.088,1.4709,,,,,,,,,,,,
24 Jan 2001,6,5.14,5.77,1.5795,115.3463,1.4576,,,,,,,,,,,,
25 Jan 2001,6,5.14,5.83,1.5852,114.903,1.4589,,,,,,,,,,,,
26 Jan 2001,6,5.04,5.83,1.5797,114.872,1.4568,,,,,,,,,,,,
29 Jan 2001,6,4.99,5.75,1.5862,114.9341,1.4566,,,,,,,,,,,,
30 Jan 2001,6,4.89,5.75,1.5804,114.5246,1.4604,,,,,,,,,,,,
31 Jan 2001,6,4.86,5.75,1.5714,114.174,1.4616,6,5.1477,5.78,6,4.86,5.75,1.5753,113.9542,1.4769,1.5714,114.174,1.4616
01 Feb 2001,6,4.87,5.74,1.5717,113.205,1.4777,,,,,,,,,,,,
02 Feb 2001,6,4.93,5.75,1.5735,113.6944,1.4687,,,,,,,,,,,,
05 Feb 2001,6,4.96,5.75,1.5691,113.3278,1.4753,,,,,,,,,,,,
06 Feb 2001,6,4.94,5.79,1.5676,113.9202,1.4605,,,,,,,,,,,,
07 Feb 2001,6,4.94,5.79,1.5677,114.2712,1.4619,,,,,,,,,,,,
08 Feb 2001,5.75,4.95,5.77,1.5737,114.9728,1.4453,,,,,,,,,,,,
09 Feb 2001,5.75,4.93,5.65,1.5654,115.1589,1.4463,,,,,,,,,,,,
12 Feb 2001,5.75,4.93,5.65,1.5621,115.0955,1.4521,,,,,,,,,,,,
13 Feb 2001,5.75,4.92,5.65,1.576,115.4552,1.4517,,,,,,,,,,,,
14 Feb 2001,5.75,4.94,5.65,1.5898,115.3665,1.4601,,,,,,,,,,,,
15 Feb 2001,5.75,4.95,5.65,1.6045,115.8383,1.45,,,,,,,,,,,,
16 Feb 2001,5.75,4.89,5.62,1.5852,115.3275,1.4517,,,,,,,,,,,,
19 Feb 2001,5.75,4.89,5.64,1.5704,115.369,1.4459,,,,,,,,,,,,
20 Feb 2001,5.75,4.92,5.64,1.5892,115.748,1.4449,,,,,,,,,,,,
21 Feb 2001,5.75,4.89,5.64,1.5844,115.964,1.4447,,,,,,,,,,,,
22 Feb 2001,5.75,4.88,5.58,1.5935,116.0733,1.4465,,,,,,,,,,,,
23 Feb 2001,5.75,4.77,5.55,1.6052,116.0548,1.4487,,,,,,,,,,,,
26 Feb 2001,5.75,4.71,5.55,1.5848,116.0287,1.4417,,,,,,,,,,,,
27 Feb 2001,5.75,4.7,5.55,1.5706,115.4248,1.442,,,,,,,,,,,,
28 Feb 2001,5.75,4.73,5.57,1.568,115.7457,1.4421,5.8125,4.882,5.66,5.75,4.73,5.57,1.5786,115.1021,1.4529,1.568,115.7457,1.4421
01 Mar 2001,5.75,4.72,5.6,1.5645,115.3681,1.4547,,,,,,,,,,,,
02 Mar 2001,5.75,4.72,5.6,1.5754,115.6432,1.4741,,,,,,,,,,,,
05 Mar 2001,5.75,4.7,5.6,1.5808,115.9863,1.4686,,,,,,,,,,,,
06 Mar 2001,5.75,4.67,5.54,1.5766,115.7662,1.4667,,,,,,,,,,,,
07 Mar 2001,5.75,4.57,5.54,1.5756,116.38,1.4618,,,,,,,,,,,,
08 Mar 2001,5.75,4.56,5.54,1.576,116.1028,1.4685,,,,,,,,,,,,
09 Mar 2001,5.75,4.61,5.54,1.5748,116.167,1.4677,,,,,,,,,,,,
12 Mar 2001,5.75,4.54,5.54,1.5779,116.5289,1.466,,,,,,,,,,,,
13 Mar 2001,5.75,4.54,5.5,1.5837,116.9855,1.4526,,,,,,,,,,,,
14 Mar 2001,5.75,4.43,5.49,1.5886,117.5747,1.4483,,,,,,,,,,,,
15 Mar 2001,5.75,4.41,5.38,1.5931,118.2473,1.4441,,,,,,,,,,,,
16 Mar 2001,5.75,4.43,5.37,1.5946,119.2955,1.4303,,,,,,,,,,,,
19 Mar 2001,5.75,4.42,5.45,1.588,119.0724,1.4259,,,,,,,,,,,,
20 Mar 2001,5.75,4.38,5.48,1.5817,118.7992,1.4283,,,,,,,,,,,,
21 Mar 2001,5.75,4.21,5.48,1.5927,119.486,1.4293,,,,,,,,,,,,
22 Mar 2001,5.75,4.16,5.5,1.6065,120.4687,1.4192,,,,,,,,,,,,
23 Mar 2001,5.75,4.19,5.5,1.6006,119.3978,1.4293,,,,,,,,,,,,
26 Mar 2001,5.75,4.19,5.45,1.6007,119.1873,1.4334,,,,,,,,,,,,
27 Mar 2001,5.75,4.24,5.45,1.5989,119.1389,1.4371,,,,,,,,,,,,
28 Mar 2001,5.75,4.23,5.45,1.6135,119.3708,1.4347,,,,,,,,,,,,
29 Mar 2001,5.75,4.22,5.45,1.6282,120.0373,1.4362,,,,,,,,,,,,
30 Mar 2001,5.75,4.2,5.45,1.609,120.7938,1.4217,,,,,,,,,,,,
31 Mar 2001,,,,,,,5.75,4.4245,5.5,5.75,4.2,5.45,1.5901,117.9908,1.4454,1.609,120.7938,1.4217
02 Apr 2001,5.75,4.12,5.53,1.6107,121.2232,1.4205,,,,,,,,,,,,
03 Apr 2001,5.75,4.05,5.53,1.6093,120.9372,1.427,,,,,,,,,,,,
04 Apr 2001,5.75,4,5.47,1.588,119.7094,1.4333,,,,,,,,,,,,
05 Apr 2001,5.5,4.01,5.47,1.5931,120.055,1.4287,,,,,,,,,,,,
06 Apr 2001,5.5,3.85,5.37,1.5968,119.2955,1.4395,,,,,,,,,,,,
09 Apr 2001,5.5,3.84,5.37,1.6072,119.4283,1.4494,,,,,,,,,,,,
10 Apr 2001,5.5,3.85,5.37,1.6167,119.7565,1.4385,,,,,,,,,,,,
11 Apr 2001,5.5,3.98,5.26,1.6214,120.1309,1.4348,,,,,,,,,,,,
12 Apr 2001,5.5,3.92,5.29,1.612,119.325,1.4402,,,,,,,,,,,,
17 Apr 2001,5.5,4.02,5.26,1.6229,119.96,1.4314,,,,,,,,,,,,
18 Apr 2001,5.5,3.82,5.26,1.6298,120.468,1.4197,,,,,,,,,,,,
19 Apr 2001,5.5,3.78,5.25,1.6159,118.8273,1.4365,,,,,,,,,,,,
20 Apr 2001,5.5,3.68,5.25,1.5997,118.4565,1.4416,,,,,,,,,,,,
23 Apr 2001,5.5,3.66,5.27,1.6042,118.4155,1.4396,,,,,,,,,,,,
24 Apr 2001,5.5,3.71,5.3,1.6061,118.8081,1.436,,,,,,,,,,,,
25 Apr 2001,5.5,3.75,5.3,1.6045,118.4553,1.4397,,,,,,,,,,,,
26 Apr 2001,5.5,3.74,5.3,1.597,118.339,1.4402,,,,,,,,,,,,
27 Apr 2001,5.5,3.76,5.26,1.6094,119.109,1.4366,,,,,,,,,,,,
30 Apr 2001,5.5,3.86,5.28,1.6141,119.274,1.4309,5.5395,3.8632,5.34,5.5,3.86,5.28,1.6084,119.4723,1.435,1.6141,119.274,1.4309
01 May 2001,5.5,3.83,5.28,1.6076,118.6226,1.4324,,,,,,,,,,,,
02 May 2001,5.5,3.8,5.28,1.6077,118.4938,1.4336,,,,,,,,,,,,
03 May 2001,5.5,3.75,5.28,1.6035,118.157,1.4329,,,,,,,,,,,,
04 May 2001,5.5,3.65,5.28,1.606,118.058,1.4375,,,,,,,,,,,,
08 May 2001,5.5,3.65,5.2,1.6178,119.442,1.4321,,,,,,,,,,,,
09 May 2001,5.5,3.62,5.2,1.6083,119.1474,1.4219,,,,,,,,,,,,
10 May 2001,5.25,3.64,5.2,1.6107,119.3192,1.4226,,,,,,,,,,,,
11 May 2001,5.25,3.69,5.15,1.6209,119.6487,1.4199,,,,,,,,,,,,
14 May 2001,5.25,3.63,5.15,1.6228,120.1868,1.4183,,,,,,,,,,,,
15 May 2001,5.25,3.55,5.15,1.6184,119.88,1.4218,,,,,,,,,,,,
16 May 2001,5.25,3.49,5.14,1.6167,119.4976,1.4295,,,,,,,,,,,,
17 May 2001,5.25,3.49,5.1,1.6223,119.3425,1.4296,,,,,,,,,,,,
18 May 2001,5.25,3.53,5.1,1.6305,119.7123,1.4296,,,,,,,,,,,,
21 May 2001,5.25,3.57,5.05,1.642,119.4798,1.4366,,,,,,,,,,,,
22 May 2001,5.25,3.56,5.05,1.6484,120.0724,1.4283,,,,,,,,,,,,
23 May 2001,5.25,3.56,5.05,1.6547,119.7947,1.4244,,,,,,,,,,,,
24 May 2001,5.25,3.62,5.03,1.6443,119.9086,1.4102,,,,,,,,,,,,
25 May 2001,5.25,3.58,5.05,1.6577,120.0748,1.4205,,,,,,,,,,,,
29 May 2001,5.25,3.63,5.13,1.6606,119.9437,1.4183,,,,,,,,,,,,
30 May 2001,5.25,3.6,5.13,1.6604,119.9025,1.423,,,,,,,,,,,,
31 May 2001,5.25,3.55,5.14,1.6772,120.0558,1.4201,5.3214,3.6186,5.15,5.25,3.55,5.14,1.6304,119.4638,1.4259,1.6772,120.0558,1.4201
01 Jun 2001,5.25,3.59,5.11,1.6718,119.8787,1.4148,,,,,,,,,,,,
04 Jun 2001,5.25,3.6,5.1,1.6685,120.0781,1.4142,,,,,,,,,,,,
05 Jun 2001,5.25,3.55,5.11,1.6622,120.2845,1.4095,,,,,,,,,,,,
06 Jun 2001,5.25,3.54,5.11,1.646,120.3776,1.3938,,,,,,,,,,,,
07 Jun 2001,5.25,3.55,5.13,1.6333,120.024,1.3886,,,,,,,,,,,,
08 Jun 2001,5.25,3.56,5.13,1.6266,120.3795,1.3798,,,,,,,,,,,,
11 Jun 2001,5.25,3.52,5.12,1.6311,121.0513,1.3726,,,,,,,,,,,,
12 Jun 2001,5.25,3.48,5.12,1.6238,120.7795,1.3788,,,,,,,,,,,,
13 Jun 2001,5.25,3.47,5.18,1.63,120.3744,1.3878,,,,,,,,,,,,
14 Jun 2001,5.25,3.48,5.17,1.6289,119.7958,1.4002,,,,,,,,,,,,
15 Jun 2001,5.25,3.44,5.08,1.6276,119.9919,1.4033,,,,,,,,,,,,
18 Jun 2001,5.25,3.44,5.04,1.6299,120.4157,1.4038,,,,,,,,,,,,
19 Jun 2001,5.25,3.43,5.04,1.6353,120.6028,1.4023,,,,,,,,,,,,
20 Jun 2001,5.25,3.41,5.06,1.6378,121.0237,1.3952,,,,,,,,,,,,
21 Jun 2001,5.25,3.43,5.05,1.6568,121.0656,1.4142,,,,,,,,,,,,
22 Jun 2001,5.25,3.37,5.05,1.6523,121.0299,1.4114,,,,,,,,,,,,
25 Jun 2001,5.25,3.38,5.03,1.6418,120.3568,1.4141,,,,,,,,,,,,
26 Jun 2001,5.25,3.38,5.07,1.6429,120.3438,1.4157,,,,,,,,,,,,
27 Jun 2001,5.25,3.44,5.07,1.6439,120.4447,1.4136,,,,,,,,,,,,
28 Jun 2001,5.25,3.56,5.07,1.6605,121.4594,1.4089,,,,,,,,,,,,
29 Jun 2001,5.25,3.57,5.09,1.6599,121.3786,1.4066,,,,,,,,,,,,
30 Jun 2001,,,,,,,5.25,3.4852,5.09,5.25,3.57,5.09,1.6434,120.5303,1.4014,1.6599,121.3786,1.4066
02 Jul 2001,5.25,3.57,5.09,1.6727,121.2,1.4154,,,,,,,,,,,,
03 Jul 2001,5.25,3.58,5.13,1.662,121.155,1.4072,,,,,,,,,,,,
04 Jul 2001,5.25,3.58,5.13,1.6628,121.2274,1.4064,,,,,,,,,,,,
05 Jul 2001,5.25,3.57,5.13,1.673,122.0988,1.3995,,,,,,,,,,,,
06 Jul 2001,5.25,3.57,5.12,1.6649,121.8791,1.407,,,,,,,,,,,,
09 Jul 2001,5.25,3.57,5.15,1.6603,121.5765,1.4094,,,,,,,,,,,,
10 Jul 2001,5.25,3.55,5.15,1.6489,121.1915,1.4113,,,,,,,,,,,,
11 Jul 2001,5.25,3.5,5.15,1.6421,120.6908,1.4143,,,,,,,,,,,,
12 Jul 2001,5.25,3.52,5.1,1.6498,121.0633,1.4061,,,,,,,,,,,,
13 Jul 2001,5.25,3.54,5.04,1.6447,121.6349,1.4008,,,,,,,,,,,,
16 Jul 2001,5.25,3.56,5.06,1.6373,121.6728,1.3999,,,,,,,,,,,,
17 Jul 2001,5.25,3.53,5.05,1.6443,121.7417,1.4003,,,,,,,,,,,,
18 Jul 2001,5.25,3.46,5.03,1.6246,120.3487,1.4155,,,,,,,,,,,,
19 Jul 2001,5.25,3.47,5.03,1.6295,120.2315,1.4165,,,,,,,,,,,,
20 Jul 2001,5.25,3.47,5.03,1.6362,119.9833,1.4282,,,,,,,,,,,,
23 Jul 2001,5.25,3.48,5.07,1.6348,120.6835,1.419,,,,,,,,,,,,
24 Jul 2001,5.25,3.48,5.07,1.6241,120.1974,1.42,,,,,,,,,,,,
25 Jul 2001,5.25,3.48,5.08,1.6241,119.7119,1.4276,,,,,,,,,,,,
26 Jul 2001,5.25,3.48,5.07,1.6281,119.8541,1.4275,,,,,,,,,,,,
27 Jul 2001,5.25,3.48,5.07,1.6296,120.0304,1.4233,,,,,,,,,,,,
30 Jul 2001,5.25,3.49,5.1,1.6279,120.267,1.4246,,,,,,,,,,,,
31 Jul 2001,5.25,3.46,5.1,1.63,120.1706,1.4254,5.25,3.5177,5.09,5.25,3.46,5.1,1.6433,120.8459,1.4139,1.63,120.1706,1.4254
01 Aug 2001,5.25,3.45,5.1,1.629,120.371,1.4319,,,,,,,,,,,,
02 Aug 2001,5,3.45,5.1,1.6237,119.5608,1.4321,,,,,,,,,,,,
03 Aug 2001,5,3.45,4.92,1.6138,119.2524,1.4293,,,,,,,,,,,,
06 Aug 2001,5,3.44,4.92,1.6121,119.5661,1.419,,,,,,,,,,,,
07 Aug 2001,5,3.44,4.85,1.617,119.8427,1.4176,,,,,,,,,,,,
08 Aug 2001,5,3.41,4.82,1.6135,119.6095,1.4139,,,,,,,,,,,,
09 Aug 2001,5,3.38,4.8,1.5996,119.107,1.4214,,,,,,,,,,,,
10 Aug 2001,5,3.38,4.8,1.5931,118.4791,1.4266,,,,,,,,,,,,
13 Aug 2001,5,3.37,4.8,1.5828,118.4662,1.422,,,,,,,,,,,,
14 Aug 2001,5,3.35,4.8,1.5824,118.393,1.421,,,,,,,,,,,,
15 Aug 2001,5,3.35,4.8,1.5783,116.9211,1.4383,,,,,,,,,,,,
16 Aug 2001,5,3.32,4.8,1.581,116.8961,1.4431,,,,,,,,,,,,
17 Aug 2001,5,3.29,4.85,1.5761,116.9328,1.4445,,,,,,,,,,,,
20 Aug 2001,5,3.34,4.83,1.5831,117.3887,1.4444,,,,,,,,,,,,
21 Aug 2001,5,3.31,4.83,1.587,117.1175,1.4483,,,,,,,,,,,,
22 Aug 2001,5,3.31,4.83,1.5808,116.6231,1.4556,,,,,,,,,,,,
23 Aug 2001,5,3.33,4.85,1.5845,117.1126,1.4468,,,,,,,,,,,,
24 Aug 2001,5,3.33,4.85,1.5844,117.0226,1.4464,,,,,,,,,,,,
28 Aug 2001,5,3.33,4.85,1.5924,117.3357,1.4483,,,,,,,,,,,,
29 Aug 2001,5,3.34,4.85,1.595,117.0309,1.4519,,,,,,,,,,,,
30 Aug 2001,5,3.29,4.83,1.5942,117.2688,1.4494,,,,,,,,,,,,
31 Aug 2001,5,3.29,4.73,1.5968,117.1157,1.4505,5.0114,3.3614,4.86,5,3.29,4.73,1.5955,118.0642,1.4365,1.5968,117.1157,1.4505
03 Sep 2001,5,3.29,4.81,1.602,117.1447,1.4519,,,,,,,,,,,,
04 Sep 2001,5,3.36,4.77,1.6236,117.9132,1.446,,,,,,,,,,,,
05 Sep 2001,5,3.33,4.76,1.6353,118.602,1.4526,,,,,,,,,,,,
06 Sep 2001,5,3.27,4.75,1.6302,118.6681,1.4527,,,,,,,,,,,,
07 Sep 2001,5,3.2,4.74,1.618,117.8956,1.4617,,,,,,,,,,,,
10 Sep 2001,5,3.19,4.78,1.6218,118.3723,1.4583,,,,,,,,,,,,
11 Sep 2001,5,3.19,4.8,1.6181,117.3627,1.4693,,,,,,,,,,,,
12 Sep 2001,5,3.19,4.86,1.6157,117.4512,1.4633,,,,,,,,,,,,
13 Sep 2001,5,2.68,4.86,1.6171,117.2808,1.469,,,,,,,,,,,,
14 Sep 2001,5,2.59,4.84,1.596,116.2503,1.4691,,,,,,,,,,,,
17 Sep 2001,5,2.54,4.83,1.5952,116.4865,1.4668,,,,,,,,,,,,
18 Sep 2001,4.75,2.43,4.53,1.5863,116.4079,1.4624,,,,,,,,,,,,
19 Sep 2001,4.75,2.15,4.64,1.579,115.931,1.4678,,,,,,,,,,,,
20 Sep 2001,4.75,2.18,4.51,1.5811,115.7721,1.4657,,,,,,,,,,,,
21 Sep 2001,4.75,2.21,4.49,1.5917,116.4633,1.4575,,,,,,,,,,,,
24 Sep 2001,4.75,2.33,4.5,1.6005,116.685,1.4646,,,,,,,,,,,,
25 Sep 2001,4.75,2.35,4.5,1.5915,116.2412,1.4699,,,,,,,,,,,,
26 Sep 2001,4.75,2.33,4.5,1.6013,116.5626,1.4749,,,,,,,,,,,,
27 Sep 2001,4.75,2.33,4.5,1.6032,117.208,1.4756,,,,,,,,,,,,
28 Sep 2001,4.75,2.35,4.51,1.6134,117.5064,1.4699,,,,,,,,,,,,
30 Sep 2001,,,,,,,4.8875,2.7245,4.67,4.75,2.35,4.51,1.606,117.1102,1.4635,1.6134,117.5064,1.4699
01 Oct 2001,4.75,2.32,4.51,1.6147,117.4957,1.4784,,,,,,,,,,,,
02 Oct 2001,4.75,2.22,4.53,1.6002,117.6292,1.4661,,,,,,,,,,,,
03 Oct 2001,4.75,2.19,4.47,1.604,117.3108,1.4767,,,,,,,,,,,,
04 Oct 2001,4.5,2.17,4.6,1.6173,117.5497,1.4771,,,,,,,,,,,,
05 Oct 2001,4.5,2.15,4.4,1.6121,117.1215,1.481,,,,,,,,,,,,
08 Oct 2001,4.5,2.15,4.4,1.6045,116.9671,1.4743,,,,,,,,,,,,
09 Oct 2001,4.5,2.18,4.36,1.5974,117.1347,1.4667,,,,,,,,,,,,
10 Oct 2001,4.5,2.18,4.34,1.5915,117.7209,1.4505,,,,,,,,,,,,
11 Oct 2001,4.5,2.23,4.34,1.6022,118.5272,1.4434,,,,,,,,,,,,
12 Oct 2001,4.5,2.21,4.37,1.6013,118.273,1.4503,,,,,,,,,,,,
15 Oct 2001,4.5,2.21,4.37,1.5944,117.875,1.4472,,,,,,,,,,,,
16 Oct 2001,4.5,2.18,4.39,1.5924,117.9624,1.4474,,,,,,,,,,,,
17 Oct 2001,4.5,2.18,4.39,1.6006,118.0448,1.4512,,,,,,,,,,,,
18 Oct 2001,4.5,2.15,4.37,1.6,118.4436,1.4445,,,,,,,,,,,,
19 Oct 2001,4.5,2.15,4.41,1.6031,118.8565,1.4384,,,,,,,,,,,,
22 Oct 2001,4.5,2.18,4.43,1.6014,119.4802,1.4276,,,,,,,,,,,,
23 Oct 2001,4.5,2.16,4.43,1.5996,119.7987,1.4213,,,,,,,,,,,,
24 Oct 2001,4.5,2.13,4.4,1.5951,119.6287,1.4233,,,,,,,,,,,,
25 Oct 2001,4.5,2.1,4.34,1.5954,119.4227,1.4298,,,,,,,,,,,,
26 Oct 2001,4.5,2.1,4.33,1.6058,119.6469,1.4329,,,,,,,,,,,,
29 Oct 2001,4.5,2.05,4.32,1.6052,118.6194,1.4516,,,,,,,,,,,,
30 Oct 2001,4.5,2.01,4.3,1.6028,118.3607,1.4565,,,,,,,,,,,,
31 Oct 2001,4.5,2.01,4.16,1.6144,119.1467,1.4541,4.5326,2.157,4.39,4.5,2.01,4.16,1.6024,118.3051,1.4517,1.6144,119.1467,1.4541
01 Nov 2001,4.5,2.02,4.11,1.6139,118.6744,1.4624,,,,,,,,,,,,
02 Nov 2001,4.5,1.97,4.13,1.619,118.7788,1.4633,,,,,,,,,,,,
05 Nov 2001,4.5,1.97,4.14,1.6249,119.1728,1.4571,,,,,,,,,,,,
06 Nov 2001,4.5,1.82,4.03,1.6267,118.9813,1.4588,,,,,,,,,,,,
07 Nov 2001,4.5,1.77,4.02,1.628,118.7307,1.4646,,,,,,,,,,,,
08 Nov 2001,4,1.81,4.02,1.631,119.147,1.4552,,,,,,,,,,,,
09 Nov 2001,4,1.8,3.86,1.6313,119.0007,1.4579,,,,,,,,,,,,
12 Nov 2001,4,1.8,3.85,1.6272,118.884,1.4575,,,,,,,,,,,,
13 Nov 2001,4,1.81,3.83,1.6362,119.9133,1.443,,,,,,,,,,,,
14 Nov 2001,4,1.84,3.81,1.6324,119.7692,1.4426,,,,,,,,,,,,
15 Nov 2001,4,1.88,3.81,1.6253,120.1465,1.4318,,,,,,,,,,,,
16 Nov 2001,4,1.91,3.89,1.6141,120.1053,1.4292,,,,,,,,,,,,
19 Nov 2001,4,1.9,3.89,1.6087,120.5595,1.414,,,,,,,,,,,,
20 Nov 2001,4,1.91,3.9,1.6054,120.3073,1.4172,,,,,,,,,,,,
21 Nov 2001,4,1.92,3.76,1.6133,120.999,1.4132,,,,,,,,,,,,
22 Nov 2001,4,1.92,3.75,1.6073,121.0486,1.413,,,,,,,,,,,,
23 Nov 2001,4,1.91,3.75,1.6065,121.3372,1.4083,,,,,,,,,,,,
26 Nov 2001,4,1.94,3.76,1.6061,121.1794,1.4122,,,,,,,,,,,,
27 Nov 2001,4,1.88,3.79,1.6039,120.859,1.4136,,,,,,,,,,,,
28 Nov 2001,4,1.84,3.82,1.6069,120.1615,1.4239,,,,,,,,,,,,
29 Nov 2001,4,1.77,3.82,1.6044,120.2755,1.4225,,,,,,,,,,,,
30 Nov 2001,4,1.75,3.92,1.5926,119.495,1.4259,4.1136,1.87,3.89,4,1.75,3.92,1.6166,119.8876,1.4358,1.5926,119.495,1.4259
03 Dec 2001,4,1.75,3.92,1.5951,120.0393,1.4211,,,,,,,,,,,,
04 Dec 2001,4,1.71,3.92,1.5951,119.991,1.4221,,,,,,,,,,,,
05 Dec 2001,4,1.74,3.89,1.596,120.1736,1.4174,,,,,,,,,,,,
06 Dec 2001,4,1.72,3.87,1.5989,120.1168,1.4253,,,,,,,,,,,,
07 Dec 2001,4,1.66,3.92,1.6069,120.3787,1.4314,,,,,,,,,,,,
10 Dec 2001,4,1.68,3.92,1.6145,120.7424,1.4345,,,,,,,,,,,,
11 Dec 2001,4,1.63,3.92,1.6147,120.7068,1.4351,,,,,,,,,,,,
12 Dec 2001,4,1.64,3.94,1.6145,120.1193,1.4453,,,,,,,,,,,,
13 Dec 2001,4,1.66,3.94,1.6116,120.0442,1.4465,,,,,,,,,,,,
14 Dec 2001,4,1.7,3.94,1.6079,120.0484,1.4516,,,,,,,,,,,,
17 Dec 2001,4,1.71,3.93,1.6111,119.9084,1.4577,,,,,,,,,,,,
18 Dec 2001,4,1.68,3.95,1.6161,120.3707,1.4571,,,,,,,,,,,,
19 Dec 2001,4,1.66,3.95,1.6139,120.6633,1.4497,,,,,,,,,,,,
20 Dec 2001,4,1.66,3.95,1.6133,120.9118,1.4474,,,,,,,,,,,,
21 Dec 2001,4,1.68,3.95,1.6224,121.8873,1.4388,,,,,,,,,,,,
24 Dec 2001,4,1.69,3.95,1.6393,122.7152,1.4393,,,,,,,,,,,,
27 Dec 2001,4,1.69,3.98,1.6393,122.5626,1.4533,,,,,,,,,,,,
28 Dec 2001,4,1.72,3.97,1.6421,122.7394,1.4482,,,,,,,,,,,,
31 Dec 2001,4,1.71,3.96,1.6348,122.19,1.4556,4,1.6889,3.94,4,1.71,3.96,1.6151,120.8584,1.4409,1.6348,122.19,1.4556
02 Jan 2002,4,1.71,3.97,1.5998,121.9415,1.4463,,,,,,,,,,,,
03 Jan 2002,4,1.7,3.84,1.6014,122.0129,1.4418,,,,,,,,,,,,
04 Jan 2002,4,1.69,3.84,1.6113,122.1101,1.4413,,,,,,,,,,,,
07 Jan 2002,4,1.65,3.93,1.6117,122.2845,1.4382,,,,,,,,,,,,
08 Jan 2002,4,1.65,3.93,1.6188,122.7004,1.4418,,,,,,,,,,,,
09 Jan 2002,4,1.65,3.99,1.6197,122.7862,1.4395,,,,,,,,,,,,
10 Jan 2002,4,1.65,3.94,1.6176,122.6148,1.4451,,,,,,,,,,,,
11 Jan 2002,4,1.55,3.93,1.6203,122.5031,1.4432,,,,,,,,,,,,
14 Jan 2002,4,1.55,3.94,1.6201,122.2188,1.4493,,,,,,,,,,,,
15 Jan 2002,4,1.57,3.95,1.6205,122.1849,1.4443,,,,,,,,,,,,
16 Jan 2002,4,1.58,3.95,1.6282,122.7582,1.4384,,,,,,,,,,,,
17 Jan 2002,4,1.61,3.95,1.6317,123.3664,1.437,,,,,,,,,,,,
18 Jan 2002,4,1.59,3.91,1.6248,123.4701,1.4358,,,,,,,,,,,,
21 Jan 2002,4,0,3.9,1.626,123.4461,1.4362,,,,,,,,,,,,
22 Jan 2002,4,1.67,3.92,1.6188,123.8512,1.4284,,,,,,,,,,,,
23 Jan 2002,4,1.68,3.9,1.6125,123.7594,1.4255,,,,,,,,,,,,
24 Jan 2002,4,1.69,3.88,1.6196,124.0205,1.4225,,,,,,,,,,,,
25 Jan 2002,4,1.68,3.88,1.631,124.9328,1.4098,,,,,,,,,,,,
28 Jan 2002,4,1.73,3.89,1.6356,124.8853,1.4092,,,,,,,,,,,,
29 Jan 2002,4,1.69,3.89,1.6369,124.4378,1.4106,,,,,,,,,,,,
