weeks,avg_weekly_pos_score,avg_weekly_neg_score
2000-01-03,0.09789406807057235,0.07589344937153976
2000-01-10,0.08728185942216143,0.07684341056720491
2000-01-17,0.09251790010165602,0.07035586813255836
2000-01-24,0.08164858170349357,0.07593984085347825
2000-01-31,0.09165025888601484,0.07247926943861255
2000-02-07,0.0816324221040523,0.07371153655756586
2000-02-14,0.08652871166157844,0.07882735530218246
2000-02-21,0.09281800212401553,0.07400950191212714
2000-02-28,0.11234103886551663,0.07555548594922364
2000-03-06,0.09665361716177544,0.06748160845568614
2000-03-13,0.09236012887247523,0.07645620702731545
2000-03-20,0.09554112933728444,0.06727072259528302
2000-03-27,0.08075259518734385,0.08070288438820795
2000-04-03,0.08915711343133255,0.07373365014333623
2000-04-10,0.08947913519530325,0.07617933797263371
2000-04-17,0.0939778877531884,0.0743039287871547
2000-04-24,0.09686298473602574,0.07362020428169774
2000-05-01,0.09220925322693742,0.0785860397238419
2000-05-08,0.08942774026794502,0.07386456706560633
2000-05-15,0.09134996272452799,0.07568552790425923
2000-05-22,0.09194845886676006,0.06992991118243727
2000-05-29,0.09092033626517973,0.07473300418581066
2000-06-05,0.08946705403587535,0.08137038908559976
2000-06-12,0.08477281068968083,0.08102308810267285
2000-06-19,0.09597651138688668,0.07700797976293737
2000-06-26,0.0893347439941545,0.07185944243021007
2000-07-03,0.08745739283337567,0.07794086250958022
2000-07-10,0.09070329529393882,0.07717972609388328
2000-07-17,0.08777940591265682,0.075640945589282
2000-07-24,0.08651480856349565,0.07760134850727607
2000-07-31,0.09003411370025655,0.07547037601254716
2000-08-07,0.08477763739113145,0.07732483297816557
2000-08-14,0.08839233705531889,0.08328330005147613
2000-08-21,0.08889357996830816,0.0780071964832473
2000-08-28,0.09543519370331092,0.0783778993524815
2000-09-04,0.08421566766708975,0.07802433831420527
2000-09-11,0.09321476087585705,0.07863474731819395
2000-09-18,0.09250378913322149,0.07921343716837427
2000-09-25,0.0872969694004183,0.08165004378694779
2000-10-02,0.08312014713889368,0.0786228658801992
2000-10-09,0.09239117951689377,0.06913499157732853
2000-10-16,0.09181748548735064,0.07839564909875757
2000-10-23,0.0871566796758952,0.07644002678566748
2000-10-30,0.08446372368179324,0.07605600457155928
2000-11-06,0.09355660037709698,0.07039690132432497
2000-11-13,0.09491253017186166,0.07074375181684968
2000-11-20,0.09267897535440071,0.07756171623386997
2000-11-27,0.08526760438961409,0.08032856546726971
2000-12-04,0.09757075148882635,0.06931017583985431
2000-12-11,0.09079202704225887,0.08441498712188997
2000-12-18,0.080224127466022,0.07543167143287519
2000-12-25,0.08211392363797738,0.08313019340076368
2001-01-01,0.08457097189086261,0.08248530941670702
2001-01-08,0.08860070324863713,0.07903524077909024
2001-01-15,0.08396836907683523,0.07646190245213685
2001-01-22,0.08426619521564348,0.07461073763319337
2001-01-29,0.0857572064262161,0.07938842151785049
2001-02-05,0.08832321174051243,0.07625574102924373
2001-02-12,0.08452054306380431,0.07979779520417507
2001-02-19,0.08326684010519379,0.0821669308193134
2001-02-26,0.08911878055001131,0.07809171490175748
2001-03-05,0.08803685040783409,0.07914886239074927
2001-03-12,0.08204024311627826,0.0873918584387582
2001-03-19,0.08916612900949991,0.0778085505962186
2001-03-26,0.08572392499364431,0.08427676674790234
2001-04-02,0.08554386239931248,0.07996911681459269
2001-04-09,0.09035527694063454,0.07530635512132049
2001-04-16,0.08284625539743105,0.08137711392026391
2001-04-23,0.08834817754620236,0.07995821893262976
2001-04-30,0.08854134029120611,0.07928827771093458
2001-05-07,0.09639382080207301,0.07420489086600227
2001-05-14,0.08853300217313821,0.07834078605934865
2001-05-21,0.08978192990239083,0.07659053403525153
2001-05-28,0.09371887567477154,0.07754634526793293
2001-06-04,0.09555062675505967,0.07718511366152443
2001-06-11,0.09339226300658325,0.07995629178718971
2001-06-18,0.09274408758494933,0.07547099830695746
2001-06-25,0.08388625818845469,0.08797518278559951
2001-07-02,0.08755959190208885,0.07530939247566165
2001-07-09,0.08669579162838031,0.07424758528833747
2001-07-16,0.08461895247672574,0.07513535854781975
2001-07-23,0.08654548264960661,0.0792808704364296
2001-07-30,0.08132154757299,0.07869686758015523
2001-08-06,0.08175581781920599,0.08268449579888372
2001-08-13,0.0961330754742346,0.07321578318067071
2001-08-20,0.08019039174413664,0.0857896548914893
2001-08-27,0.08552523308249503,0.08210354508501672
2001-09-03,0.08163668693270006,0.08450165165045863
2001-09-10,0.07654821728835291,0.09009718380083356
2001-09-17,0.08309535766135176,0.08634420614395415
2001-09-24,0.08254941246851302,0.0833514592482002
2001-10-01,0.09053025834873737,0.07792027205804446
2001-10-08,0.0853343073850402,0.08107802326409447
2001-10-15,0.08389199482280044,0.07960022899510262
2001-10-22,0.08691235943090628,0.08079534680101655
2001-10-29,0.09277293947236702,0.07797764919121927
2001-11-05,0.08679122128722833,0.07224724179194711
2001-11-12,0.0876562468482524,0.07436464883620411
2001-11-19,0.09148412877026647,0.07438907294252008
2001-11-26,0.08937993240539154,0.08026133691687969
2001-12-03,0.08423321784629031,0.0811967935222243
2001-12-10,0.08705810836181331,0.07802635094222078
2001-12-17,0.0926268673397215,0.07755360869844988
2001-12-24,0.08009340694333834,0.08243253114970481
2001-12-31,0.08972854048006268,0.07579681229820227
2002-01-07,0.09066219161422845,0.07195376690688329
2002-01-14,0.08380127640315502,0.07582081379264148
2002-01-21,0.08647760295833076,0.07431793053704747
2002-01-28,0.08602411634487214,0.07871703528761619
2002-02-04,0.08890003699727173,0.07744604700779238
2002-02-11,0.08664565226371312,0.08160069245266836
2002-02-18,0.09710678548046903,0.06715536669783806
2002-02-25,0.09319533415039091,0.07041452447533643
2002-03-04,0.08462586226872405,0.07750350889050221
2002-03-11,0.07935379993302567,0.08067426839187303
2002-03-18,0.09438685831825457,0.07092583715461133
2002-03-25,0.09040386439196224,0.07401891014298685
2002-04-01,0.08763182574072587,0.07157876721093323
2002-04-08,0.10144029572401564,0.07166861045230266
2002-04-15,0.0917429119735151,0.07369297924073698
2002-04-22,0.0823589495936126,0.07987141623424804
2002-04-29,0.08593790070548607,0.07317586151050587
2002-05-06,0.0849321297208016,0.07727423511613678
2002-05-13,0.09318267215088964,0.08382132429048782
2002-05-20,0.08202041115421474,0.07582181797695814
2002-05-27,0.09275291909080488,0.08176371799894264
2002-06-03,0.0850774304072702,0.08079507345454248
2002-06-10,0.07706267629420313,0.08826872985815601
2002-06-17,0.08536586163397406,0.0793601881105381
2002-06-24,0.08583609254219467,0.07611170327054798
2002-07-01,0.08226077969311965,0.08492910828613746
2002-07-08,0.0935588011308335,0.07194105551631891
2002-07-15,0.08879924146358936,0.07756784690919082
2002-07-22,0.0932624308690511,0.07756769664238243
2002-07-29,0.09179152635178117,0.06675956975772428
2002-08-05,0.08431912746976623,0.07737751534958079
2002-08-12,0.0870399458935956,0.07912537923781165
2002-08-19,0.08881576676349215,0.07899790225380646
2002-08-26,0.08916973307442601,0.07811154454370159
2002-09-02,0.08444687787305372,0.08596204697902897
2002-09-09,0.08559669360306489,0.08523897615952895
2002-09-16,0.09248796948406797,0.07736168411058252
2002-09-23,0.10021552424429225,0.07905640896924822
2002-09-30,0.08729299502569773,0.08067118321372863
2002-10-07,0.08822100535304442,0.07625898901774532
2002-10-14,0.09094301963196341,0.07554054688343181
2002-10-21,0.08732673498151083,0.07496070512603432
2002-10-28,0.08424175333482435,0.07728566074509931
2002-11-04,0.08623925458554492,0.07476830650755692
2002-11-11,0.08415800294309571,0.08046316805705515
2002-11-18,0.09182814830186455,0.08084914526615074
2002-11-25,0.09499514337463444,0.06906013256752491
2002-12-02,0.09145325765137248,0.081778702782938
2002-12-09,0.08442013436589946,0.07981774701990654
2002-12-16,0.08702381640093668,0.07343475054161182
2002-12-23,0.0757140548441328,0.0789870337663668
2002-12-30,0.08838770579325594,0.07260674131168313
2003-01-06,0.0938420651968445,0.06776262626915107
2003-01-13,0.08646538732236664,0.0806125516141445
2003-01-20,0.08449578822493757,0.08320960603436416
2003-01-27,0.08393097487070185,0.0810177618591066
2003-02-03,0.0865127170501854,0.07072127314675314
2003-02-10,0.08041802515618235,0.08246325831969625
2003-02-17,0.09181783799545754,0.07821098433696899
2003-02-24,0.0880061646153307,0.07376041824043077
2003-03-03,0.08841173314053741,0.07953594947270551
2003-03-10,0.08777228944981155,0.08347677763933027
2003-03-17,0.08222309179625983,0.08186108422040264
2003-03-24,0.08596187189628351,0.08135341594624082
2003-03-31,0.08973456258187387,0.07461245369535366
2003-04-07,0.08746724592177706,0.08323944407936211
2003-04-14,0.08418109676942305,0.08246259360385683
2003-04-21,0.09179801329726446,0.07979181923523397
2003-04-28,0.09267083186894112,0.07722963530764877
2003-05-05,0.09692761606199021,0.07497881588707665
2003-05-12,0.08661527312779858,0.07338107352451281
2003-05-19,0.09649777528687667,0.07999582533928672
2003-05-26,0.08771663309187251,0.07420922627876596
2003-06-02,0.08289821006753222,0.08112196411393699
2003-06-09,0.08930690850450315,0.07071234586213586
2003-06-16,0.09108875545587851,0.07780442914719546
2003-06-23,0.09045794893221765,0.08083028507690125
2003-06-30,0.08754943549269069,0.07153328641673971
2003-07-07,0.08774480319953287,0.07596162289020521
2003-07-14,0.0913375708128882,0.07500487051623748
2003-07-21,0.08667286002679693,0.08029838509691012
2003-07-28,0.09259530401070488,0.07550544886547152
2003-08-04,0.08887859295870318,0.07577170710033018
2003-08-11,0.09084795873266055,0.07714768046300997
2003-08-18,0.09062361713267195,0.07949743271905194
2003-08-25,0.09070141991199085,0.0757400921437997
2003-09-01,0.08721884367464423,0.0788429158889231
2003-09-08,0.0863575719098893,0.07974018098998215
2003-09-15,0.0841436492286956,0.08036681075873635
2003-09-22,0.08394098562937563,0.08079051001065164
2003-09-29,0.09048786993591063,0.073186463840089
2003-10-06,0.08823982908091714,0.08082669031545954
2003-10-13,0.09316926444267183,0.07629259578973178
2003-10-20,0.09454402187289801,0.07162590035280048
2003-10-27,0.09504305753437309,0.07328722579601948
2003-11-03,0.09312301045895706,0.0746172005383313
2003-11-10,0.08233099493507288,0.0763887216081221
2003-11-17,0.0871291230015576,0.07934983230360645
2003-11-24,0.09230371563018495,0.07536372956720787
2003-12-01,0.08983120141906371,0.07502253011970236
2003-12-08,0.0862171154084602,0.08318275081482189
2003-12-15,0.0850116353440123,0.07694025704883112
2003-12-22,0.08460828331275777,0.07906351969434135
2003-12-29,0.09351229982938442,0.0739783567453486
2004-01-05,0.0891234042222029,0.08351789083850265
2004-01-12,0.08251614490760475,0.08309357162542663
2004-01-19,0.09325113825880532,0.07568996634408069
2004-01-26,0.08651710611660204,0.07462788031405558
2004-02-02,0.08752560093621871,0.0727650742205059
2004-02-09,0.08427727394995899,0.08000675668734072
2004-02-16,0.08438430448364569,0.07841905796923695
