SERIES,DESCRIPTION
XUDLERS,Spot exchange rate - Euro into Sterling
XUDLUSS,Spot exchange rate - US $ into Sterling

DATE,XUDLERS,XUDLUSS
17 Sep 2009,1.1216,1.6537
18 Sep 2009,1.1067,1.6291
21 Sep 2009,1.104,1.6182
22 Sep 2009,1.1068,1.6373
23 Sep 2009,1.111,1.6421
24 Sep 2009,1.0925,1.6069
25 Sep 2009,1.0853,1.5944
28 Sep 2009,1.0856,1.5883
29 Sep 2009,1.0957,1.5937
30 Sep 2009,1.0941,1.5993
01 Oct 2009,1.098,1.5986
02 Oct 2009,1.0883,1.5894
05 Oct 2009,1.09,1.5945
06 Oct 2009,1.0803,1.5933
07 Oct 2009,1.0838,1.5914
08 Oct 2009,1.0906,1.61
09 Oct 2009,1.0798,1.5932
12 Oct 2009,1.0659,1.5786
13 Oct 2009,1.0691,1.585
14 Oct 2009,1.0706,1.5953
15 Oct 2009,1.0889,1.6267
16 Oct 2009,1.0988,1.6347
19 Oct 2009,1.0968,1.6391
20 Oct 2009,1.1005,1.6446
21 Oct 2009,1.1081,1.6622
22 Oct 2009,1.1044,1.6573
23 Oct 2009,1.0878,1.6338
26 Oct 2009,1.0943,1.6351
27 Oct 2009,1.1021,1.6334
28 Oct 2009,1.1091,1.6374
29 Oct 2009,1.1174,1.6559
30 Oct 2009,1.1168,1.6478
02 Nov 2009,1.1054,1.6379
03 Nov 2009,1.1169,1.6393
04 Nov 2009,1.1176,1.6582
05 Nov 2009,1.115,1.6599
06 Nov 2009,1.1169,1.6609
09 Nov 2009,1.116,1.6747
10 Nov 2009,1.1175,1.6726
11 Nov 2009,1.1062,1.6579
12 Nov 2009,1.1117,1.6547
13 Nov 2009,1.12,1.6675
16 Nov 2009,1.1198,1.6772
17 Nov 2009,1.1317,1.6796
18 Nov 2009,1.1197,1.6759
19 Nov 2009,1.1185,1.6621
20 Nov 2009,1.1122,1.6511
23 Nov 2009,1.1091,1.6614
24 Nov 2009,1.1092,1.6582
25 Nov 2009,1.106,1.6651
26 Nov 2009,1.1009,1.65
27 Nov 2009,1.1012,1.6492
30 Nov 2009,1.0931,1.6411
01 Dec 2009,1.1016,1.6627
02 Dec 2009,1.1049,1.6658
03 Dec 2009,1.0989,1.658
04 Dec 2009,1.1106,1.6534
07 Dec 2009,1.108,1.6431
08 Dec 2009,1.1063,1.6305
09 Dec 2009,1.1001,1.622
10 Dec 2009,1.104,1.6252
11 Dec 2009,1.11,1.6231
14 Dec 2009,1.11,1.6264
15 Dec 2009,1.1173,1.6265
16 Dec 2009,1.1248,1.6398
17 Dec 2009,1.1243,1.6131
18 Dec 2009,1.1267,1.6082
21 Dec 2009,1.1227,1.607
22 Dec 2009,1.1197,1.5935
23 Dec 2009,1.1143,1.5971
24 Dec 2009,1.1096,1.5932
29 Dec 2009,1.1081,1.5965
30 Dec 2009,1.1195,1.6011
31 Dec 2009,1.1255,1.6148
04 Jan 2010,1.1166,1.6121
05 Jan 2010,1.1121,1.6033
06 Jan 2010,1.112,1.6
07 Jan 2010,1.1124,1.5935
08 Jan 2010,1.1141,1.596
11 Jan 2010,1.1117,1.6172
12 Jan 2010,1.1136,1.6191
13 Jan 2010,1.121,1.6265
14 Jan 2010,1.127,1.6314
15 Jan 2010,1.1313,1.6255
18 Jan 2010,1.1358,1.6337
19 Jan 2010,1.1464,1.6372
20 Jan 2010,1.153,1.6277
21 Jan 2010,1.1508,1.6175
22 Jan 2010,1.1413,1.6125
25 Jan 2010,1.145,1.6208
26 Jan 2010,1.1485,1.6147
27 Jan 2010,1.1531,1.6191
28 Jan 2010,1.1558,1.6136
29 Jan 2010,1.1525,1.602
01 Feb 2010,1.1444,1.5903
02 Feb 2010,1.1446,1.5969
03 Feb 2010,1.1452,1.5936
04 Feb 2010,1.1452,1.5782
05 Feb 2010,1.1444,1.5644
08 Feb 2010,1.1415,1.564
09 Feb 2010,1.1363,1.5609
10 Feb 2010,1.1379,1.5588
11 Feb 2010,1.1476,1.5613
12 Feb 2010,1.1493,1.5643
15 Feb 2010,1.1513,1.5653
16 Feb 2010,1.1442,1.5676
17 Feb 2010,1.1515,1.5725
18 Feb 2010,1.1479,1.5642
19 Feb 2010,1.141,1.5417
22 Feb 2010,1.14,1.5492
23 Feb 2010,1.1385,1.545
24 Feb 2010,1.1354,1.545
25 Feb 2010,1.1279,1.5253
26 Feb 2010,1.1154,1.5224
01 Mar 2010,1.1083,1.4939
02 Mar 2010,1.1006,1.4927
03 Mar 2010,1.1005,1.5068
04 Mar 2010,1.1062,1.5054
05 Mar 2010,1.1098,1.5102
08 Mar 2010,1.1039,1.507
09 Mar 2010,1.1033,1.4985
10 Mar 2010,1.0955,1.497
11 Mar 2010,1.1001,1.5042
12 Mar 2010,1.1033,1.5179
15 Mar 2010,1.1018,1.5042
16 Mar 2010,1.1042,1.519
17 Mar 2010,1.1133,1.5295
18 Mar 2010,1.1208,1.5245
19 Mar 2010,1.1098,1.5014
22 Mar 2010,1.1138,1.507
23 Mar 2010,1.1133,1.5066
24 Mar 2010,1.1173,1.4914
25 Mar 2010,1.1153,1.4885
26 Mar 2010,1.1125,1.4906
29 Mar 2010,1.1121,1.4981
30 Mar 2010,1.1254,1.5107
31 Mar 2010,1.1208,1.5167
01 Apr 2010,1.1288,1.5282
06 Apr 2010,1.1358,1.5201
07 Apr 2010,1.1395,1.5204
08 Apr 2010,1.1414,1.5246
09 Apr 2010,1.142,1.5355
12 Apr 2010,1.131,1.539
13 Apr 2010,1.133,1.5363
14 Apr 2010,1.1345,1.546
15 Apr 2010,1.1425,1.5499
16 Apr 2010,1.1405,1.5406
19 Apr 2010,1.1363,1.5302
20 Apr 2010,1.1407,1.5354
21 Apr 2010,1.1501,1.5405
22 Apr 2010,1.1567,1.5387
23 Apr 2010,1.1492,1.5353
26 Apr 2010,1.1606,1.5465
27 Apr 2010,1.1522,1.5344
28 Apr 2010,1.1513,1.52
29 Apr 2010,1.1535,1.5277
30 Apr 2010,1.1515,1.5313
04 May 2010,1.1597,1.5114
05 May 2010,1.1748,1.5116
06 May 2010,1.178,1.4972
07 May 2010,1.1604,1.4682
10 May 2010,1.1675,1.499
11 May 2010,1.1716,1.4869
12 May 2010,1.1718,1.486
13 May 2010,1.1681,1.4678
14 May 2010,1.1714,1.4555
17 May 2010,1.1699,1.4431
18 May 2010,1.1667,1.4436
19 May 2010,1.1644,1.4368
20 May 2010,1.1598,1.4305
21 May 2010,1.1502,1.4442
24 May 2010,1.1639,1.4408
25 May 2010,1.171,1.4337
26 May 2010,1.1802,1.4423
27 May 2010,1.1802,1.4474
28 May 2010,1.1726,1.4459
01 Jun 2010,1.1962,1.47
02 Jun 2010,1.1943,1.457
03 Jun 2010,1.198,1.4621
04 Jun 2010,1.2095,1.4558
07 Jun 2010,1.2151,1.4495
08 Jun 2010,1.2027,1.4369
09 Jun 2010,1.2103,1.4594
10 Jun 2010,1.2114,1.4664
11 Jun 2010,1.2034,1.4553
14 Jun 2010,1.2045,1.4788
15 Jun 2010,1.2038,1.4816
16 Jun 2010,1.2044,1.4835
17 Jun 2010,1.197,1.479
18 Jun 2010,1.1954,1.4802
21 Jun 2010,1.197,1.4818
22 Jun 2010,1.2043,1.4793
23 Jun 2010,1.2172,1.4898
24 Jun 2010,1.2151,1.4967
25 Jun 2010,1.2183,1.4977
28 Jun 2010,1.2251,1.5108
29 Jun 2010,1.2366,1.506
30 Jun 2010,1.2216,1.4962
01 Jul 2010,1.2134,1.5113
02 Jul 2010,1.2054,1.519
05 Jul 2010,1.2057,1.511
06 Jul 2010,1.2034,1.5219
07 Jul 2010,1.2035,1.5201
08 Jul 2010,1.1956,1.5161
09 Jul 2010,1.1962,1.511
12 Jul 2010,1.1977,1.5074
13 Jul 2010,1.1973,1.517
14 Jul 2010,1.1991,1.5265
15 Jul 2010,1.1924,1.5375
16 Jul 2010,1.1847,1.5343
19 Jul 2010,1.1731,1.5213
20 Jul 2010,1.1829,1.5242
21 Jul 2010,1.1867,1.5213
22 Jul 2010,1.1822,1.526
23 Jul 2010,1.2016,1.5402
26 Jul 2010,1.196,1.5473
27 Jul 2010,1.1978,1.5554
28 Jul 2010,1.2002,1.5619
29 Jul 2010,1.1929,1.561
30 Jul 2010,1.2019,1.5661
02 Aug 2010,1.2055,1.5897
03 Aug 2010,1.2065,1.5954
04 Aug 2010,1.2079,1.5877
05 Aug 2010,1.2036,1.5834
06 Aug 2010,1.2017,1.5975
09 Aug 2010,1.2047,1.5958
10 Aug 2010,1.2026,1.5738
11 Aug 2010,1.2141,1.5662
12 Aug 2010,1.2131,1.5582
13 Aug 2010,1.2213,1.5586
16 Aug 2010,1.2201,1.5674
17 Aug 2010,1.2107,1.558
18 Aug 2010,1.2131,1.5592
19 Aug 2010,1.2149,1.5632
20 Aug 2010,1.2225,1.5508
23 Aug 2010,1.2251,1.5506
24 Aug 2010,1.2185,1.5453
25 Aug 2010,1.2215,1.5425
26 Aug 2010,1.2233,1.5583
27 Aug 2010,1.2166,1.5475
31 Aug 2010,1.2091,1.5367
01 Sep 2010,1.2061,1.546
02 Sep 2010,1.2006,1.5402
03 Sep 2010,1.2002,1.544
06 Sep 2010,1.1968,1.5413
07 Sep 2010,1.2027,1.5305
08 Sep 2010,1.2149,1.5485
09 Sep 2010,1.2148,1.5474
10 Sep 2010,1.2088,1.5383
13 Sep 2010,1.1992,1.5434
14 Sep 2010,1.1943,1.5499
15 Sep 2010,1.2002,1.5637
16 Sep 2010,1.1936,1.5638
17 Sep 2010,1.1986,1.5638
20 Sep 2010,1.1904,1.5577
21 Sep 2010,1.1835,1.5543
22 Sep 2010,1.168,1.5664
23 Sep 2010,1.1788,1.5718
24 Sep 2010,1.1734,1.5814
27 Sep 2010,1.1753,1.5833
28 Sep 2010,1.1667,1.5803
29 Sep 2010,1.1618,1.5801
30 Sep 2010,1.154,1.5755
01 Oct 2010,1.1502,1.5811
04 Oct 2010,1.1577,1.5839
05 Oct 2010,1.1505,1.592
06 Oct 2010,1.1439,1.5891
07 Oct 2010,1.1435,1.5941
08 Oct 2010,1.1433,1.5931
11 Oct 2010,1.1448,1.5906
12 Oct 2010,1.141,1.5783
13 Oct 2010,1.1345,1.5838
14 Oct 2010,1.1371,1.6015
15 Oct 2010,1.1427,1.6011
18 Oct 2010,1.1383,1.59
19 Oct 2010,1.1403,1.5727
20 Oct 2010,1.135,1.5855
21 Oct 2010,1.126,1.5767
22 Oct 2010,1.1252,1.567
25 Oct 2010,1.1248,1.5723
26 Oct 2010,1.1441,1.5867
27 Oct 2010,1.1452,1.578
28 Oct 2010,1.1467,1.5939
29 Oct 2010,1.1503,1.5988
01 Nov 2010,1.1554,1.6049
02 Nov 2010,1.1414,1.6008
03 Nov 2010,1.1474,1.6079
04 Nov 2010,1.1447,1.6282
05 Nov 2010,1.1551,1.6211
08 Nov 2010,1.1613,1.6138
09 Nov 2010,1.1584,1.6117
10 Nov 2010,1.1701,1.6028
11 Nov 2010,1.1818,1.6156
12 Nov 2010,1.1787,1.6153
15 Nov 2010,1.1818,1.6068
16 Nov 2010,1.174,1.5911
17 Nov 2010,1.1756,1.5919
18 Nov 2010,1.1756,1.5991
19 Nov 2010,1.1678,1.5952
22 Nov 2010,1.1715,1.5944
23 Nov 2010,1.1817,1.5875
24 Nov 2010,1.1782,1.5781
25 Nov 2010,1.1785,1.5762
26 Nov 2010,1.1812,1.5611
29 Nov 2010,1.1865,1.553
30 Nov 2010,1.1964,1.5573
01 Dec 2010,1.1922,1.5571
02 Dec 2010,1.181,1.5554
03 Dec 2010,1.1746,1.572
06 Dec 2010,1.1806,1.5687
07 Dec 2010,1.1853,1.5817
08 Dec 2010,1.1937,1.5774
09 Dec 2010,1.1936,1.5728
10 Dec 2010,1.1946,1.5795
13 Dec 2010,1.1845,1.5857
14 Dec 2010,1.1794,1.5786
15 Dec 2010,1.1721,1.5622
16 Dec 2010,1.182,1.5596
17 Dec 2010,1.1763,1.5469
20 Dec 2010,1.1831,1.5497
21 Dec 2010,1.1785,1.5477
22 Dec 2010,1.1757,1.5399
23 Dec 2010,1.1787,1.5403
24 Dec 2010,1.1774,1.5442
29 Dec 2010,1.1743,1.5425
30 Dec 2010,1.1587,1.5391
31 Dec 2010,1.167,1.5655
04 Jan 2011,1.171,1.5595
05 Jan 2011,1.1765,1.5464
06 Jan 2011,1.1874,1.5479
07 Jan 2011,1.1993,1.5569
10 Jan 2011,1.2032,1.557
11 Jan 2011,1.2036,1.5568
12 Jan 2011,1.2016,1.5698
13 Jan 2011,1.1889,1.5854
14 Jan 2011,1.1885,1.5881
17 Jan 2011,1.1972,1.5909
18 Jan 2011,1.1938,1.5986
19 Jan 2011,1.1847,1.5985
20 Jan 2011,1.1813,1.5842
21 Jan 2011,1.177,1.599
24 Jan 2011,1.1702,1.6003
25 Jan 2011,1.1572,1.5824
26 Jan 2011,1.1601,1.5885
27 Jan 2011,1.1606,1.5939
28 Jan 2011,1.1629,1.5845
31 Jan 2011,1.1684,1.6016
01 Feb 2011,1.1713,1.6154
02 Feb 2011,1.1725,1.6192
03 Feb 2011,1.1846,1.6145
04 Feb 2011,1.1849,1.6059
07 Feb 2011,1.1896,1.6111
08 Feb 2011,1.1774,1.6098
09 Feb 2011,1.1755,1.6114
10 Feb 2011,1.1824,1.608
11 Feb 2011,1.1809,1.6
14 Feb 2011,1.1882,1.5994
15 Feb 2011,1.1958,1.6161
16 Feb 2011,1.1867,1.604
17 Feb 2011,1.1895,1.6151
18 Feb 2011,1.1884,1.6208
21 Feb 2011,1.1865,1.622
22 Feb 2011,1.1815,1.618
23 Feb 2011,1.1797,1.6238
24 Feb 2011,1.1682,1.6111
25 Feb 2011,1.1692,1.6074
28 Feb 2011,1.1775,1.6265
01 Mar 2011,1.1792,1.6309
02 Mar 2011,1.1761,1.6324
03 Mar 2011,1.1679,1.628
04 Mar 2011,1.1625,1.6264
07 Mar 2011,1.1583,1.6232
08 Mar 2011,1.1625,1.6157
09 Mar 2011,1.1647,1.6214
10 Mar 2011,1.1628,1.6045
11 Mar 2011,1.1572,1.6015
14 Mar 2011,1.1578,1.6179
15 Mar 2011,1.15,1.6063
16 Mar 2011,1.1513,1.6028
17 Mar 2011,1.1514,1.6143
18 Mar 2011,1.1447,1.6186
21 Mar 2011,1.1473,1.6274
22 Mar 2011,1.1531,1.6387
23 Mar 2011,1.1503,1.6245
24 Mar 2011,1.1382,1.6161
25 Mar 2011,1.1374,1.6085
28 Mar 2011,1.135,1.6011
29 Mar 2011,1.1355,1.5973
30 Mar 2011,1.1395,1.6063
31 Mar 2011,1.1297,1.603
01 Apr 2011,1.1333,1.603
04 Apr 2011,1.134,1.6143
05 Apr 2011,1.1459,1.6276
06 Apr 2011,1.1374,1.6317
07 Apr 2011,1.1415,1.6311
08 Apr 2011,1.1351,1.6385
11 Apr 2011,1.1357,1.6414
12 Apr 2011,1.1221,1.6263
13 Apr 2011,1.1232,1.6288
14 Apr 2011,1.1314,1.636
15 Apr 2011,1.1309,1.6307
18 Apr 2011,1.1404,1.62
19 Apr 2011,1.1399,1.6316
20 Apr 2011,1.1307,1.6407
21 Apr 2011,1.1374,1.6571
26 Apr 2011,1.1247,1.6448
27 Apr 2011,1.1283,1.6521
28 Apr 2011,1.1231,1.6648
03 May 2011,1.1112,1.6491
04 May 2011,1.1115,1.6543
05 May 2011,1.1232,1.6416
06 May 2011,1.1322,1.6423
09 May 2011,1.1427,1.63
10 May 2011,1.1388,1.6349
11 May 2011,1.1512,1.6457
12 May 2011,1.146,1.6268
13 May 2011,1.141,1.6209
16 May 2011,1.1403,1.6234
17 May 2011,1.1442,1.6212
18 May 2011,1.1329,1.6147
19 May 2011,1.1342,1.6166
20 May 2011,1.1443,1.6195
23 May 2011,1.1496,1.6118
24 May 2011,1.1473,1.6181
25 May 2011,1.1562,1.6269
26 May 2011,1.1594,1.6346
27 May 2011,1.1545,1.6462
31 May 2011,1.1451,1.6462
01 Jun 2011,1.1369,1.6401
02 Jun 2011,1.1312,1.6334
03 Jun 2011,1.1234,1.6362
06 Jun 2011,1.1196,1.635
07 Jun 2011,1.1205,1.6452
08 Jun 2011,1.1209,1.6373
09 Jun 2011,1.1281,1.6366
10 Jun 2011,1.1302,1.6228
13 Jun 2011,1.1343,1.6307
14 Jun 2011,1.132,1.6389
15 Jun 2011,1.1376,1.6256
16 Jun 2011,1.14,1.6122
17 Jun 2011,1.1298,1.6164
20 Jun 2011,1.1327,1.6211
21 Jun 2011,1.1283,1.6216
22 Jun 2011,1.1178,1.6134
23 Jun 2011,1.1293,1.5977
24 Jun 2011,1.1274,1.5968
27 Jun 2011,1.1207,1.6003
28 Jun 2011,1.1143,1.6004
29 Jun 2011,1.1131,1.6024
30 Jun 2011,1.1073,1.6056
01 Jul 2011,1.1079,1.6046
04 Jul 2011,1.107,1.6064
05 Jul 2011,1.1131,1.6099
06 Jul 2011,1.1168,1.5976
07 Jul 2011,1.1124,1.5981
08 Jul 2011,1.1259,1.6052
11 Jul 2011,1.1356,1.5887
12 Jul 2011,1.1377,1.5913
13 Jul 2011,1.1357,1.6085
14 Jul 2011,1.1388,1.612
15 Jul 2011,1.1411,1.6117
18 Jul 2011,1.1421,1.6019
19 Jul 2011,1.1392,1.6167
20 Jul 2011,1.1369,1.6141
21 Jul 2011,1.1336,1.6301
22 Jul 2011,1.1355,1.6311
25 Jul 2011,1.1358,1.6284
26 Jul 2011,1.1314,1.6389
27 Jul 2011,1.136,1.634
28 Jul 2011,1.142,1.6332
29 Jul 2011,1.1421,1.6416
01 Aug 2011,1.1451,1.6259
02 Aug 2011,1.1461,1.6297
03 Aug 2011,1.1481,1.641
04 Aug 2011,1.153,1.6324
05 Aug 2011,1.1545,1.6386
08 Aug 2011,1.1496,1.6311
09 Aug 2011,1.1405,1.6219
10 Aug 2011,1.1383,1.6142
11 Aug 2011,1.137,1.6221
12 Aug 2011,1.1449,1.6274
15 Aug 2011,1.1355,1.6403
16 Aug 2011,1.1406,1.6424
17 Aug 2011,1.1462,1.6566
18 Aug 2011,1.15,1.6463
19 Aug 2011,1.1495,1.6571
22 Aug 2011,1.1433,1.6441
23 Aug 2011,1.1461,1.6494
24 Aug 2011,1.1382,1.6402
25 Aug 2011,1.1332,1.6263
26 Aug 2011,1.13,1.6227
30 Aug 2011,1.1277,1.6277
31 Aug 2011,1.1309,1.6282
01 Sep 2011,1.134,1.616
02 Sep 2011,1.1406,1.6205
05 Sep 2011,1.1408,1.6103
06 Sep 2011,1.14,1.6004
07 Sep 2011,1.1361,1.5945
08 Sep 2011,1.1475,1.6069
09 Sep 2011,1.1593,1.5895
12 Sep 2011,1.1611,1.5802
13 Sep 2011,1.1546,1.5792
14 Sep 2011,1.151,1.5738
15 Sep 2011,1.1412,1.5806
16 Sep 2011,1.1459,1.5796
19 Sep 2011,1.1491,1.5643
20 Sep 2011,1.1468,1.5725
21 Sep 2011,1.1399,1.5606
22 Sep 2011,1.1392,1.534
23 Sep 2011,1.1419,1.5436
26 Sep 2011,1.1539,1.5546
27 Sep 2011,1.1514,1.57
28 Sep 2011,1.1509,1.5654
29 Sep 2011,1.1487,1.568
30 Sep 2011,1.1611,1.5579
03 Oct 2011,1.1659,1.5477
04 Oct 2011,1.1603,1.5407
05 Oct 2011,1.1589,1.5425
06 Oct 2011,1.1477,1.5384
07 Oct 2011,1.1574,1.5617
10 Oct 2011,1.1477,1.5673
11 Oct 2011,1.1454,1.5618
12 Oct 2011,1.1436,1.5776
13 Oct 2011,1.1476,1.5728
14 Oct 2011,1.1393,1.5798
17 Oct 2011,1.1463,1.5778
18 Oct 2011,1.1429,1.564
19 Oct 2011,1.147,1.5832
20 Oct 2011,1.1451,1.5685
21 Oct 2011,1.1477,1.5949
24 Oct 2011,1.1492,1.5955
25 Oct 2011,1.1485,1.597
26 Oct 2011,1.1514,1.5912
27 Oct 2011,1.1355,1.6058
28 Oct 2011,1.139,1.6147
31 Oct 2011,1.1571,1.6141
01 Nov 2011,1.166,1.5945
02 Nov 2011,1.1572,1.5971
03 Nov 2011,1.1612,1.5958
04 Nov 2011,1.1646,1.6026
07 Nov 2011,1.1659,1.6031
08 Nov 2011,1.1652,1.6088
09 Nov 2011,1.174,1.5949
10 Nov 2011,1.1689,1.5882
11 Nov 2011,1.1706,1.6078
14 Nov 2011,1.1664,1.5901
15 Nov 2011,1.1699,1.5818
16 Nov 2011,1.1671,1.5791
17 Nov 2011,1.1685,1.5791
18 Nov 2011,1.1678,1.5791
21 Nov 2011,1.1602,1.5626
22 Nov 2011,1.1595,1.5648
23 Nov 2011,1.1622,1.5515
24 Nov 2011,1.164,1.5507
25 Nov 2011,1.1668,1.5484
28 Nov 2011,1.1643,1.5545
29 Nov 2011,1.1707,1.561
30 Nov 2011,1.1683,1.5728
01 Dec 2011,1.1642,1.5683
02 Dec 2011,1.1636,1.5628
05 Dec 2011,1.1664,1.5709
06 Dec 2011,1.1659,1.5602
07 Dec 2011,1.1707,1.5672
08 Dec 2011,1.1741,1.5629
09 Dec 2011,1.1688,1.5622
12 Dec 2011,1.1819,1.562
13 Dec 2011,1.1871,1.5536
14 Dec 2011,1.1899,1.5411
15 Dec 2011,1.1908,1.5477
16 Dec 2011,1.1901,1.5529
19 Dec 2011,1.1929,1.5532
20 Dec 2011,1.1968,1.5696
21 Dec 2011,1.2003,1.5663
22 Dec 2011,1.2008,1.569
23 Dec 2011,1.1999,1.5678
28 Dec 2011,1.195,1.547
29 Dec 2011,1.1917,1.5391
30 Dec 2011,1.195,1.5461
03 Jan 2012,1.1979,1.5636
04 Jan 2012,1.2093,1.5609
05 Jan 2012,1.21,1.548
06 Jan 2012,1.2119,1.5408
09 Jan 2012,1.2127,1.5446
10 Jan 2012,1.2121,1.5488
11 Jan 2012,1.2105,1.5356
12 Jan 2012,1.1971,1.5319
13 Jan 2012,1.2068,1.5285
16 Jan 2012,1.2095,1.5328
17 Jan 2012,1.2055,1.5355
18 Jan 2012,1.2021,1.5407
19 Jan 2012,1.2004,1.5475
20 Jan 2012,1.2016,1.5525
23 Jan 2012,1.1953,1.5595
24 Jan 2012,1.2008,1.5587
25 Jan 2012,1.2013,1.5586
26 Jan 2012,1.1929,1.5697
27 Jan 2012,1.1931,1.5668
30 Jan 2012,1.1959,1.5681
31 Jan 2012,1.2055,1.578
01 Feb 2012,1.2016,1.5859
02 Feb 2012,1.201,1.5819
03 Feb 2012,1.2041,1.5799
06 Feb 2012,1.2078,1.5795
07 Feb 2012,1.1986,1.5871
08 Feb 2012,1.1938,1.5824
09 Feb 2012,1.1908,1.5842
10 Feb 2012,1.1943,1.5751
13 Feb 2012,1.1947,1.5791
14 Feb 2012,1.1932,1.5669
15 Feb 2012,1.201,1.5694
16 Feb 2012,1.2076,1.5749
17 Feb 2012,1.2013,1.5815
20 Feb 2012,1.1962,1.587
21 Feb 2012,1.1927,1.582
22 Feb 2012,1.1833,1.5668
23 Feb 2012,1.1794,1.5702
24 Feb 2012,1.1778,1.5857
27 Feb 2012,1.1826,1.584
28 Feb 2012,1.1797,1.5838
29 Feb 2012,1.1944,1.5977
01 Mar 2012,1.1969,1.5957
02 Mar 2012,1.2007,1.5855
05 Mar 2012,1.1995,1.5872
06 Mar 2012,1.2,1.5738
07 Mar 2012,1.1972,1.5708
08 Mar 2012,1.1918,1.5816
09 Mar 2012,1.1962,1.5693
12 Mar 2012,1.1884,1.5615
13 Mar 2012,1.2004,1.5736
14 Mar 2012,1.2044,1.5686
15 Mar 2012,1.1989,1.5669
16 Mar 2012,1.2029,1.5844
19 Mar 2012,1.2003,1.5893
20 Mar 2012,1.1992,1.5855
21 Mar 2012,1.2013,1.5847
22 Mar 2012,1.198,1.5807
23 Mar 2012,1.1959,1.5863
26 Mar 2012,1.1959,1.5937
27 Mar 2012,1.1986,1.5969
28 Mar 2012,1.1926,1.585
29 Mar 2012,1.1981,1.5909
30 Mar 2012,1.2,1.5981
02 Apr 2012,1.204,1.6015
03 Apr 2012,1.1974,1.5972
04 Apr 2012,1.2101,1.5873
05 Apr 2012,1.2118,1.583
10 Apr 2012,1.2106,1.5838
11 Apr 2012,1.2122,1.5905
12 Apr 2012,1.2109,1.5953
13 Apr 2012,1.2141,1.5884
16 Apr 2012,1.2128,1.5841
17 Apr 2012,1.212,1.5926
18 Apr 2012,1.2217,1.6031
19 Apr 2012,1.222,1.606
20 Apr 2012,1.2202,1.6117
23 Apr 2012,1.2265,1.6096
24 Apr 2012,1.2232,1.615
25 Apr 2012,1.2222,1.6113
26 Apr 2012,1.2235,1.6186
27 Apr 2012,1.2246,1.6238
30 Apr 2012,1.227,1.6239
01 May 2012,1.2264,1.622
02 May 2012,1.2321,1.6205
03 May 2012,1.2318,1.6202
04 May 2012,1.2322,1.6158
08 May 2012,1.2419,1.614
09 May 2012,1.245,1.6099
10 May 2012,1.2468,1.616
11 May 2012,1.2437,1.6098
14 May 2012,1.2544,1.6104
15 May 2012,1.2554,1.6039
16 May 2012,1.2495,1.5918
17 May 2012,1.2444,1.5812
18 May 2012,1.2424,1.5806
21 May 2012,1.2377,1.5803
22 May 2012,1.2382,1.5798
23 May 2012,1.2489,1.5715
24 May 2012,1.2462,1.568
25 May 2012,1.2498,1.5636
28 May 2012,1.2526,1.5706
29 May 2012,1.2507,1.5679
30 May 2012,1.2535,1.5533
31 May 2012,1.2449,1.5392
01 Jun 2012,1.2403,1.5334
06 Jun 2012,1.237,1.5459
07 Jun 2012,1.2398,1.5577
08 Jun 2012,1.2367,1.5416
11 Jun 2012,1.2397,1.5509
12 Jun 2012,1.248,1.5546
13 Jun 2012,1.2393,1.5583
14 Jun 2012,1.2339,1.5544
15 Jun 2012,1.239,1.5643
18 Jun 2012,1.2456,1.567
19 Jun 2012,1.2394,1.5712
20 Jun 2012,1.2391,1.5742
21 Jun 2012,1.2421,1.5659
22 Jun 2012,1.2412,1.5558
25 Jun 2012,1.2469,1.5561
26 Jun 2012,1.2507,1.5598
27 Jun 2012,1.2482,1.5553
28 Jun 2012,1.2479,1.5506
29 Jun 2012,1.2361,1.5686
02 Jul 2012,1.2467,1.5689
03 Jul 2012,1.2436,1.5678
04 Jul 2012,1.2451,1.5578
05 Jul 2012,1.2535,1.552
06 Jul 2012,1.2601,1.5509
09 Jul 2012,1.2621,1.5523
10 Jul 2012,1.2644,1.5496
11 Jul 2012,1.2705,1.5561
12 Jul 2012,1.2643,1.5404
13 Jul 2012,1.2697,1.5546
16 Jul 2012,1.2762,1.5619
17 Jul 2012,1.2748,1.557
18 Jul 2012,1.2739,1.5624
19 Jul 2012,1.2812,1.5708
20 Jul 2012,1.2848,1.5634
23 Jul 2012,1.2802,1.5512
24 Jul 2012,1.2848,1.5527
25 Jul 2012,1.2763,1.5474
26 Jul 2012,1.2762,1.5698
27 Jul 2012,1.2701,1.5714
30 Jul 2012,1.2821,1.5695
31 Jul 2012,1.2723,1.567
01 Aug 2012,1.2677,1.5589
02 Aug 2012,1.2763,1.5518
03 Aug 2012,1.2643,1.5604
06 Aug 2012,1.2579,1.5616
07 Aug 2012,1.26,1.565
08 Aug 2012,1.2674,1.5661
09 Aug 2012,1.2703,1.5636
10 Aug 2012,1.2742,1.5692
13 Aug 2012,1.2715,1.5704
14 Aug 2012,1.2729,1.5686
15 Aug 2012,1.2779,1.5696
16 Aug 2012,1.2734,1.5742
17 Aug 2012,1.2747,1.5676
20 Aug 2012,1.2726,1.5705
21 Aug 2012,1.2647,1.5785
22 Aug 2012,1.2676,1.5804
23 Aug 2012,1.2627,1.5888
24 Aug 2012,1.2635,1.5815
28 Aug 2012,1.2596,1.5829
29 Aug 2012,1.2636,1.5829
30 Aug 2012,1.2652,1.5812
31 Aug 2012,1.26,1.5882
03 Sep 2012,1.2633,1.5897
