SERIES,DESCRIPTION
XUDLERS,Spot exchange rate - Euro into Sterling
XUDLUSS,Spot exchange rate - US $ into Sterling

DATE,XUDLERS,XUDLUSS
04 Sep 2012,1.2644,1.5885
05 Sep 2012,1.2628,1.5914
06 Sep 2012,1.2612,1.5933
07 Sep 2012,1.2519,1.6026
10 Sep 2012,1.2522,1.6011
11 Sep 2012,1.2506,1.6063
12 Sep 2012,1.2492,1.6101
13 Sep 2012,1.2486,1.6116
14 Sep 2012,1.2356,1.6246
17 Sep 2012,1.2384,1.6267
18 Sep 2012,1.245,1.6255
19 Sep 2012,1.2424,1.6222
20 Sep 2012,1.2509,1.6201
21 Sep 2012,1.2515,1.6255
24 Sep 2012,1.254,1.6195
25 Sep 2012,1.254,1.6255
26 Sep 2012,1.2575,1.6146
27 Sep 2012,1.2589,1.6191
28 Sep 2012,1.2554,1.6149
01 Oct 2012,1.2515,1.6152
02 Oct 2012,1.2476,1.6138
03 Oct 2012,1.2458,1.6073
04 Oct 2012,1.243,1.6166
05 Oct 2012,1.24,1.6193
08 Oct 2012,1.2359,1.6025
09 Oct 2012,1.2407,1.6
10 Oct 2012,1.2417,1.6021
11 Oct 2012,1.2391,1.6039
12 Oct 2012,1.2405,1.6087
15 Oct 2012,1.241,1.6052
16 Oct 2012,1.2364,1.6101
17 Oct 2012,1.2321,1.6166
18 Oct 2012,1.2324,1.6134
19 Oct 2012,1.2295,1.6021
22 Oct 2012,1.2268,1.6034
23 Oct 2012,1.2296,1.5939
24 Oct 2012,1.236,1.6029
25 Oct 2012,1.2455,1.6142
26 Oct 2012,1.2447,1.6096
29 Oct 2012,1.2418,1.6025
30 Oct 2012,1.2392,1.6082
31 Oct 2012,1.2432,1.611
01 Nov 2012,1.2476,1.6142
02 Nov 2012,1.2486,1.6039
05 Nov 2012,1.2496,1.5972
06 Nov 2012,1.2484,1.5982
07 Nov 2012,1.2534,1.5987
08 Nov 2012,1.2549,1.5971
09 Nov 2012,1.2519,1.591
12 Nov 2012,1.2483,1.5867
13 Nov 2012,1.2503,1.5892
14 Nov 2012,1.2447,1.5844
15 Nov 2012,1.2409,1.5874
16 Nov 2012,1.2472,1.5846
19 Nov 2012,1.2418,1.5914
20 Nov 2012,1.2432,1.5915
21 Nov 2012,1.2431,1.5934
22 Nov 2012,1.2376,1.5947
23 Nov 2012,1.2355,1.6011
26 Nov 2012,1.2359,1.6024
27 Nov 2012,1.2395,1.6029
28 Nov 2012,1.2382,1.5984
29 Nov 2012,1.2357,1.6038
30 Nov 2012,1.2324,1.6028
03 Dec 2012,1.2314,1.6096
04 Dec 2012,1.2309,1.6107
05 Dec 2012,1.2315,1.6093
06 Dec 2012,1.2383,1.6079
07 Dec 2012,1.2393,1.6021
10 Dec 2012,1.2436,1.6074
11 Dec 2012,1.2389,1.6104
12 Dec 2012,1.2359,1.6117
13 Dec 2012,1.2329,1.6135
14 Dec 2012,1.2296,1.6119
17 Dec 2012,1.2308,1.6198
18 Dec 2012,1.2297,1.6247
19 Dec 2012,1.2271,1.627
20 Dec 2012,1.2285,1.626
21 Dec 2012,1.2283,1.6182
24 Dec 2012,1.2238,1.6178
27 Dec 2012,1.2194,1.6126
28 Dec 2012,1.2219,1.6156
31 Dec 2012,1.2263,1.6168
02 Jan 2013,1.2299,1.6284
03 Jan 2013,1.2341,1.616
04 Jan 2013,1.2294,1.6037
07 Jan 2013,1.2279,1.6083
08 Jan 2013,1.2274,1.6037
09 Jan 2013,1.2273,1.6008
10 Jan 2013,1.2189,1.6108
11 Jan 2013,1.2083,1.6125
14 Jan 2013,1.2021,1.6068
15 Jan 2013,1.2053,1.609
16 Jan 2013,1.203,1.5995
17 Jan 2013,1.1956,1.5969
18 Jan 2013,1.1934,1.5862
21 Jan 2013,1.1892,1.5834
22 Jan 2013,1.1943,1.5867
23 Jan 2013,1.1927,1.5842
24 Jan 2013,1.1802,1.5783
25 Jan 2013,1.173,1.5807
28 Jan 2013,1.1669,1.5709
29 Jan 2013,1.1683,1.5747
30 Jan 2013,1.1638,1.5791
31 Jan 2013,1.1681,1.5856
01 Feb 2013,1.1497,1.5745
04 Feb 2013,1.1608,1.5738
05 Feb 2013,1.1583,1.567
06 Feb 2013,1.1562,1.5652
07 Feb 2013,1.1727,1.5703
08 Feb 2013,1.1835,1.5837
11 Feb 2013,1.1706,1.5662
12 Feb 2013,1.163,1.566
13 Feb 2013,1.1569,1.5545
14 Feb 2013,1.1638,1.5527
15 Feb 2013,1.1628,1.5525
18 Feb 2013,1.1596,1.548
19 Feb 2013,1.1562,1.5443
20 Feb 2013,1.1446,1.5303
21 Feb 2013,1.154,1.5257
22 Feb 2013,1.1599,1.5267
25 Feb 2013,1.1435,1.5109
26 Feb 2013,1.1571,1.5127
27 Feb 2013,1.1545,1.5135
28 Feb 2013,1.1609,1.5179
01 Mar 2013,1.156,1.5009
04 Mar 2013,1.1583,1.507
05 Mar 2013,1.1607,1.5119
06 Mar 2013,1.158,1.5054
07 Mar 2013,1.1503,1.5049
08 Mar 2013,1.1496,1.4924
11 Mar 2013,1.1446,1.4896
12 Mar 2013,1.1432,1.4885
13 Mar 2013,1.1524,1.4924
14 Mar 2013,1.1596,1.5051
15 Mar 2013,1.1583,1.5134
18 Mar 2013,1.1659,1.5109
19 Mar 2013,1.173,1.5118
20 Mar 2013,1.1685,1.5132
21 Mar 2013,1.1744,1.5179
22 Mar 2013,1.1726,1.5239
25 Mar 2013,1.1786,1.5183
26 Mar 2013,1.1786,1.5155
27 Mar 2013,1.1822,1.5111
28 Mar 2013,1.1823,1.5181
02 Apr 2013,1.1783,1.5128
03 Apr 2013,1.1781,1.5136
04 Apr 2013,1.1809,1.5179
05 Apr 2013,1.179,1.5353
08 Apr 2013,1.174,1.5282
09 Apr 2013,1.1713,1.5296
10 Apr 2013,1.1712,1.5326
11 Apr 2013,1.1727,1.5394
12 Apr 2013,1.1733,1.5367
15 Apr 2013,1.1702,1.5312
16 Apr 2013,1.1645,1.5291
17 Apr 2013,1.1681,1.5235
18 Apr 2013,1.1689,1.5291
19 Apr 2013,1.1664,1.5258
22 Apr 2013,1.17,1.5246
23 Apr 2013,1.1744,1.5284
24 Apr 2013,1.1748,1.5268
25 Apr 2013,1.1872,1.544
26 Apr 2013,1.1891,1.5492
29 Apr 2013,1.1827,1.5494
30 Apr 2013,1.1803,1.5564
01 May 2013,1.1788,1.5552
02 May 2013,1.1868,1.5511
03 May 2013,1.187,1.5568
07 May 2013,1.1821,1.5469
08 May 2013,1.1816,1.5565
09 May 2013,1.1833,1.5496
10 May 2013,1.1837,1.5355
13 May 2013,1.1818,1.5344
14 May 2013,1.1755,1.5257
15 May 2013,1.1838,1.5225
16 May 2013,1.1852,1.5308
17 May 2013,1.1848,1.5191
20 May 2013,1.184,1.5222
21 May 2013,1.1762,1.5141
22 May 2013,1.1683,1.5045
23 May 2013,1.1676,1.5065
24 May 2013,1.171,1.514
28 May 2013,1.1695,1.5035
29 May 2013,1.1657,1.5115
30 May 2013,1.1655,1.5216
31 May 2013,1.1698,1.5161
03 Jun 2013,1.1739,1.5295
04 Jun 2013,1.17,1.5293
05 Jun 2013,1.1762,1.5392
06 Jun 2013,1.1765,1.5523
07 Jun 2013,1.1753,1.5538
10 Jun 2013,1.1767,1.5526
11 Jun 2013,1.175,1.5597
12 Jun 2013,1.1762,1.5687
13 Jun 2013,1.1789,1.568
14 Jun 2013,1.1752,1.5677
17 Jun 2013,1.1772,1.5713
18 Jun 2013,1.1655,1.5608
19 Jun 2013,1.1682,1.566
20 Jun 2013,1.1737,1.5465
21 Jun 2013,1.1715,1.5389
24 Jun 2013,1.1761,1.5399
25 Jun 2013,1.1782,1.5404
26 Jun 2013,1.1797,1.5339
27 Jun 2013,1.1694,1.5205
28 Jun 2013,1.1668,1.5167
01 Jul 2013,1.1679,1.5225
02 Jul 2013,1.1639,1.5169
03 Jul 2013,1.1763,1.5258
04 Jul 2013,1.1667,1.5066
05 Jul 2013,1.1596,1.4883
08 Jul 2013,1.1611,1.4938
09 Jul 2013,1.1599,1.4831
10 Jul 2013,1.1624,1.4946
11 Jul 2013,1.1591,1.5115
12 Jul 2013,1.1582,1.5118
15 Jul 2013,1.1577,1.5104
16 Jul 2013,1.1513,1.5125
17 Jul 2013,1.1588,1.5172
18 Jul 2013,1.1612,1.5201
19 Jul 2013,1.1615,1.526
22 Jul 2013,1.1648,1.537
23 Jul 2013,1.1626,1.5367
24 Jul 2013,1.1602,1.5357
25 Jul 2013,1.1571,1.5313
26 Jul 2013,1.1587,1.5369
29 Jul 2013,1.1581,1.5348
30 Jul 2013,1.1515,1.5259
31 Jul 2013,1.142,1.5164
01 Aug 2013,1.1456,1.5161
02 Aug 2013,1.1498,1.5274
05 Aug 2013,1.1579,1.533
06 Aug 2013,1.156,1.5385
07 Aug 2013,1.1651,1.5518
08 Aug 2013,1.1621,1.5555
09 Aug 2013,1.1631,1.5528
12 Aug 2013,1.1645,1.5481
13 Aug 2013,1.1681,1.5461
14 Aug 2013,1.1714,1.5537
15 Aug 2013,1.174,1.5557
16 Aug 2013,1.1711,1.5613
19 Aug 2013,1.1737,1.567
20 Aug 2013,1.1679,1.568
21 Aug 2013,1.1728,1.5688
22 Aug 2013,1.1669,1.5573
23 Aug 2013,1.1635,1.5593
27 Aug 2013,1.1602,1.554
28 Aug 2013,1.1649,1.5538
29 Aug 2013,1.1716,1.5495
30 Aug 2013,1.1734,1.5471
02 Sep 2013,1.18,1.5565
03 Sep 2013,1.1803,1.5531
04 Sep 2013,1.1844,1.563
05 Sep 2013,1.1883,1.559
06 Sep 2013,1.188,1.563
09 Sep 2013,1.1861,1.5721
10 Sep 2013,1.1851,1.572
11 Sep 2013,1.1888,1.5814
12 Sep 2013,1.1892,1.5826
13 Sep 2013,1.1965,1.5865
16 Sep 2013,1.1934,1.5935
17 Sep 2013,1.1913,1.5902
18 Sep 2013,1.1964,1.5969
19 Sep 2013,1.1862,1.6063
20 Sep 2013,1.1843,1.6
23 Sep 2013,1.1883,1.6032
24 Sep 2013,1.1847,1.5984
25 Sep 2013,1.1897,1.607
26 Sep 2013,1.1872,1.6004
27 Sep 2013,1.1906,1.6121
30 Sep 2013,1.1964,1.6194
01 Oct 2013,1.1981,1.6204
02 Oct 2013,1.1942,1.6229
03 Oct 2013,1.1869,1.617
04 Oct 2013,1.1822,1.6073
07 Oct 2013,1.1849,1.608
08 Oct 2013,1.1846,1.6107
09 Oct 2013,1.1787,1.5931
10 Oct 2013,1.1799,1.5954
11 Oct 2013,1.1757,1.5946
14 Oct 2013,1.1789,1.6016
15 Oct 2013,1.1826,1.5968
16 Oct 2013,1.1808,1.593
17 Oct 2013,1.1819,1.6148
18 Oct 2013,1.182,1.6188
21 Oct 2013,1.1816,1.6159
22 Oct 2013,1.1772,1.6213
23 Oct 2013,1.173,1.6168
24 Oct 2013,1.1713,1.6167
25 Oct 2013,1.172,1.6167
28 Oct 2013,1.1702,1.6131
29 Oct 2013,1.1662,1.6058
30 Oct 2013,1.1675,1.6077
31 Oct 2013,1.1819,1.6067
01 Nov 2013,1.1805,1.5922
04 Nov 2013,1.1807,1.5952
05 Nov 2013,1.1906,1.6044
06 Nov 2013,1.1887,1.608
07 Nov 2013,1.1991,1.6047
08 Nov 2013,1.1981,1.5995
11 Nov 2013,1.1913,1.5973
12 Nov 2013,1.1853,1.5927
13 Nov 2013,1.1929,1.5988
14 Nov 2013,1.1956,1.6092
15 Nov 2013,1.1944,1.6092
18 Nov 2013,1.1913,1.6113
19 Nov 2013,1.1905,1.6103
20 Nov 2013,1.2011,1.6173
21 Nov 2013,1.1995,1.6149
22 Nov 2013,1.1971,1.6186
25 Nov 2013,1.1961,1.6154
26 Nov 2013,1.1932,1.6181
27 Nov 2013,1.1992,1.6277
28 Nov 2013,1.202,1.6347
29 Nov 2013,1.2032,1.6383
02 Dec 2013,1.2074,1.6368
03 Dec 2013,1.2079,1.6414
04 Dec 2013,1.2057,1.6344
05 Dec 2013,1.1951,1.6321
06 Dec 2013,1.1951,1.6354
09 Dec 2013,1.1944,1.6387
10 Dec 2013,1.193,1.6427
11 Dec 2013,1.1869,1.6369
12 Dec 2013,1.187,1.6325
13 Dec 2013,1.1854,1.6276
16 Dec 2013,1.185,1.6299
17 Dec 2013,1.1829,1.6242
18 Dec 2013,1.1911,1.6392
19 Dec 2013,1.1972,1.6365
20 Dec 2013,1.1965,1.6356
23 Dec 2013,1.1934,1.6357
24 Dec 2013,1.1959,1.636
27 Dec 2013,1.1973,1.6494
30 Dec 2013,1.1964,1.6525
31 Dec 2013,1.2004,1.6528
02 Jan 2014,1.2036,1.6437
03 Jan 2014,1.208,1.6444
06 Jan 2014,1.2029,1.6411
07 Jan 2014,1.2052,1.6398
08 Jan 2014,1.211,1.647
09 Jan 2014,1.2119,1.6463
10 Jan 2014,1.2057,1.6485
13 Jan 2014,1.2,1.6383
14 Jan 2014,1.2026,1.646
15 Jan 2014,1.2025,1.635
16 Jan 2014,1.2018,1.6345
17 Jan 2014,1.213,1.6445
20 Jan 2014,1.2107,1.6421
21 Jan 2014,1.2157,1.6464
22 Jan 2014,1.2225,1.6582
23 Jan 2014,1.2156,1.6631
24 Jan 2014,1.2058,1.6502
27 Jan 2014,1.2122,1.6574
28 Jan 2014,1.2138,1.6585
29 Jan 2014,1.2131,1.6551
30 Jan 2014,1.2164,1.6498
31 Jan 2014,1.2189,1.6435
03 Feb 2014,1.2082,1.6332
04 Feb 2014,1.2062,1.6296
05 Feb 2014,1.205,1.6306
06 Feb 2014,1.2004,1.6325
07 Feb 2014,1.2038,1.6394
10 Feb 2014,1.2015,1.6398
11 Feb 2014,1.2053,1.6484
12 Feb 2014,1.2206,1.6585
13 Feb 2014,1.2174,1.6636
14 Feb 2014,1.2226,1.6733
17 Feb 2014,1.2197,1.6711
18 Feb 2014,1.2144,1.6698
19 Feb 2014,1.2153,1.6714
20 Feb 2014,1.2148,1.6658
21 Feb 2014,1.214,1.6686
24 Feb 2014,1.2116,1.6631
25 Feb 2014,1.2146,1.6682
26 Feb 2014,1.2176,1.6641
27 Feb 2014,1.2185,1.6671
28 Feb 2014,1.2134,1.6758
03 Mar 2014,1.2137,1.6717
04 Mar 2014,1.2133,1.6673
05 Mar 2014,1.2177,1.673
06 Mar 2014,1.2079,1.6718
07 Mar 2014,1.2062,1.6722
10 Mar 2014,1.1984,1.6633
11 Mar 2014,1.1991,1.6628
12 Mar 2014,1.1943,1.6606
13 Mar 2014,1.1975,1.6677
14 Mar 2014,1.1943,1.6629
17 Mar 2014,1.1951,1.6644
18 Mar 2014,1.1913,1.6574
19 Mar 2014,1.1955,1.6628
20 Mar 2014,1.1979,1.651
21 Mar 2014,1.1969,1.6494
24 Mar 2014,1.1963,1.6489
25 Mar 2014,1.1981,1.6506
26 Mar 2014,1.2016,1.6565
27 Mar 2014,1.209,1.6611
28 Mar 2014,1.2097,1.6636
31 Mar 2014,1.2096,1.6673
01 Apr 2014,1.206,1.6636
02 Apr 2014,1.2082,1.6635
03 Apr 2014,1.2092,1.6586
04 Apr 2014,1.2115,1.659
07 Apr 2014,1.2088,1.6611
08 Apr 2014,1.2143,1.6749
09 Apr 2014,1.2115,1.6748
10 Apr 2014,1.2085,1.6775
11 Apr 2014,1.2041,1.6721
14 Apr 2014,1.2113,1.6735
15 Apr 2014,1.2102,1.673
16 Apr 2014,1.2161,1.6791
17 Apr 2014,1.2149,1.6808
22 Apr 2014,1.2194,1.6823
23 Apr 2014,1.2134,1.6779
24 Apr 2014,1.2157,1.68
25 Apr 2014,1.2149,1.6811
28 Apr 2014,1.214,1.6807
29 Apr 2014,1.219,1.6843
30 Apr 2014,1.2179,1.6885
01 May 2014,1.2185,1.6895
02 May 2014,1.217,1.6872
06 May 2014,1.2196,1.6992
07 May 2014,1.2184,1.6965
08 May 2014,1.2228,1.6953
09 May 2014,1.2243,1.6841
12 May 2014,1.2266,1.6872
13 May 2014,1.2285,1.6838
14 May 2014,1.2238,1.6777
15 May 2014,1.2246,1.6795
16 May 2014,1.228,1.6829
19 May 2014,1.2266,1.6827
20 May 2014,1.2301,1.6847
21 May 2014,1.2352,1.6878
22 May 2014,1.2345,1.6859
23 May 2014,1.2355,1.6842
27 May 2014,1.2342,1.6803
28 May 2014,1.2288,1.6706
29 May 2014,1.2279,1.6716
30 May 2014,1.2292,1.6774
02 Jun 2014,1.2316,1.6757
03 Jun 2014,1.2289,1.6738
04 Jun 2014,1.2299,1.6754
05 Jun 2014,1.2333,1.6792
06 Jun 2014,1.2309,1.679
09 Jun 2014,1.2356,1.6794
10 Jun 2014,1.2374,1.6761
11 Jun 2014,1.2405,1.6788
12 Jun 2014,1.2429,1.6842
13 Jun 2014,1.2537,1.6961
16 Jun 2014,1.2515,1.6986
17 Jun 2014,1.2529,1.6969
18 Jun 2014,1.2481,1.6939
19 Jun 2014,1.2511,1.7055
20 Jun 2014,1.2535,1.7018
23 Jun 2014,1.2513,1.7008
24 Jun 2014,1.2482,1.6971
25 Jun 2014,1.2455,1.6981
26 Jun 2014,1.2515,1.7007
27 Jun 2014,1.2475,1.7016
30 Jun 2014,1.2488,1.7097
01 Jul 2014,1.2528,1.7138
02 Jul 2014,1.2574,1.7169
03 Jul 2014,1.2596,1.7143
04 Jul 2014,1.2619,1.7148
07 Jul 2014,1.2598,1.7129
08 Jul 2014,1.2575,1.712
09 Jul 2014,1.2565,1.7138
10 Jul 2014,1.2581,1.7111
11 Jul 2014,1.2576,1.7102
14 Jul 2014,1.2541,1.7089
15 Jul 2014,1.2634,1.7143
16 Jul 2014,1.2665,1.7142
17 Jul 2014,1.2645,1.7094
18 Jul 2014,1.2634,1.7067
21 Jul 2014,1.2622,1.7065
22 Jul 2014,1.2666,1.7058
23 Jul 2014,1.2656,1.7041
24 Jul 2014,1.2602,1.6974
25 Jul 2014,1.2638,1.6975
28 Jul 2014,1.2649,1.7
29 Jul 2014,1.2636,1.6946
30 Jul 2014,1.2635,1.6903
31 Jul 2014,1.2618,1.6883
01 Aug 2014,1.2538,1.6839
04 Aug 2014,1.2549,1.684
05 Aug 2014,1.2619,1.6871
06 Aug 2014,1.2602,1.6833
07 Aug 2014,1.2615,1.6843
08 Aug 2014,1.2523,1.6797
11 Aug 2014,1.2541,1.679
12 Aug 2014,1.2581,1.6806
13 Aug 2014,1.2477,1.6694
14 Aug 2014,1.2471,1.6686
15 Aug 2014,1.2467,1.6685
18 Aug 2014,1.2514,1.6723
19 Aug 2014,1.2477,1.6618
20 Aug 2014,1.2528,1.6646
21 Aug 2014,1.2494,1.6597
22 Aug 2014,1.2524,1.657
26 Aug 2014,1.2555,1.6577
27 Aug 2014,1.2561,1.6584
28 Aug 2014,1.2586,1.6582
29 Aug 2014,1.2609,1.6608
01 Sep 2014,1.2647,1.6615
02 Sep 2014,1.258,1.6507
03 Sep 2014,1.2523,1.6452
04 Sep 2014,1.2646,1.6398
05 Sep 2014,1.2595,1.6321
08 Sep 2014,1.2481,1.6161
09 Sep 2014,1.2472,1.6106
10 Sep 2014,1.2502,1.6146
11 Sep 2014,1.2544,1.6234
12 Sep 2014,1.2544,1.6228
15 Sep 2014,1.2547,1.6234
16 Sep 2014,1.2531,1.6218
17 Sep 2014,1.2596,1.6324
18 Sep 2014,1.2684,1.6389
19 Sep 2014,1.2703,1.6312
22 Sep 2014,1.2734,1.6327
23 Sep 2014,1.2718,1.636
24 Sep 2014,1.2773,1.6347
25 Sep 2014,1.2807,1.6325
26 Sep 2014,1.2795,1.6244
29 Sep 2014,1.2804,1.6242
30 Sep 2014,1.2833,1.6212
01 Oct 2014,1.2866,1.6203
02 Oct 2014,1.2738,1.6118
03 Oct 2014,1.2758,1.5962
06 Oct 2014,1.2735,1.6007
07 Oct 2014,1.2736,1.6084
08 Oct 2014,1.2671,1.6076
09 Oct 2014,1.2714,1.6163
10 Oct 2014,1.2696,1.603
13 Oct 2014,1.2662,1.6057
14 Oct 2014,1.2568,1.5918
15 Oct 2014,1.2495,1.5942
16 Oct 2014,1.2534,1.602
17 Oct 2014,1.2608,1.6096
20 Oct 2014,1.2621,1.6131
21 Oct 2014,1.2673,1.6132
22 Oct 2014,1.2673,1.6051
23 Oct 2014,1.2676,1.6032
24 Oct 2014,1.2695,1.6083
27 Oct 2014,1.2692,1.6133
28 Oct 2014,1.2674,1.6156
29 Oct 2014,1.2655,1.6149
30 Oct 2014,1.2696,1.6023
31 Oct 2014,1.277,1.5999
03 Nov 2014,1.2799,1.5978
04 Nov 2014,1.2734,1.6008
05 Nov 2014,1.2792,1.5976
06 Nov 2014,1.2788,1.5903
07 Nov 2014,1.2763,1.5844
10 Nov 2014,1.2754,1.5871
11 Nov 2014,1.2773,1.5873
12 Nov 2014,1.2687,1.583
13 Nov 2014,1.2613,1.5735
14 Nov 2014,1.2538,1.5646
17 Nov 2014,1.2562,1.5649
18 Nov 2014,1.2485,1.5645
19 Nov 2014,1.2493,1.5667
20 Nov 2014,1.2521,1.5703
21 Nov 2014,1.2631,1.5678
24 Nov 2014,1.2622,1.5698
25 Nov 2014,1.2595,1.5726
26 Nov 2014,1.2606,1.5793
27 Nov 2014,1.2598,1.5723
28 Nov 2014,1.2565,1.5663
01 Dec 2014,1.2602,1.5722
02 Dec 2014,1.2621,1.5652
03 Dec 2014,1.2752,1.5713
04 Dec 2014,1.2624,1.57
05 Dec 2014,1.2681,1.5592
08 Dec 2014,1.2711,1.562
09 Dec 2014,1.263,1.5691
10 Dec 2014,1.2639,1.5694
11 Dec 2014,1.2678,1.5698
12 Dec 2014,1.2598,1.57
15 Dec 2014,1.2571,1.5614
16 Dec 2014,1.2574,1.5729
17 Dec 2014,1.2621,1.5643
18 Dec 2014,1.2732,1.5634
19 Dec 2014,1.2753,1.5638
22 Dec 2014,1.2751,1.5629
23 Dec 2014,1.2748,1.5522
24 Dec 2014,1.274,1.5543
29 Dec 2014,1.275,1.5529
30 Dec 2014,1.279,1.556
31 Dec 2014,1.2841,1.5608
02 Jan 2015,1.279,1.5388
05 Jan 2015,1.2767,1.524
06 Jan 2015,1.2727,1.517
07 Jan 2015,1.2762,1.5063
08 Jan 2015,1.2789,1.5082
09 Jan 2015,1.2801,1.5148
12 Jan 2015,1.281,1.5137
13 Jan 2015,1.2881,1.5176
14 Jan 2015,1.2907,1.5213
15 Jan 2015,1.3091,1.5168
16 Jan 2015,1.315,1.5113
19 Jan 2015,1.3031,1.5158
20 Jan 2015,1.3129,1.5195
21 Jan 2015,1.3046,1.5116
22 Jan 2015,1.3214,1.5086
23 Jan 2015,1.336,1.5026
26 Jan 2015,1.3372,1.5051
27 Jan 2015,1.3335,1.5205
28 Jan 2015,1.3385,1.5179
29 Jan 2015,1.3299,1.5077
30 Jan 2015,1.3309,1.5018
02 Feb 2015,1.3256,1.5035
03 Feb 2015,1.3201,1.5114
04 Feb 2015,1.3317,1.5215
05 Feb 2015,1.3376,1.5286
06 Feb 2015,1.346,1.5269
09 Feb 2015,1.3444,1.524
10 Feb 2015,1.3476,1.526
11 Feb 2015,1.3504,1.5266
12 Feb 2015,1.3509,1.5363
13 Feb 2015,1.3499,1.5393
16 Feb 2015,1.3486,1.5379
17 Feb 2015,1.3451,1.5336
18 Feb 2015,1.3597,1.5447
19 Feb 2015,1.3556,1.5439
20 Feb 2015,1.3523,1.5374
23 Feb 2015,1.3605,1.5449
24 Feb 2015,1.3637,1.5459
25 Feb 2015,1.3637,1.5488
26 Feb 2015,1.3742,1.541
27 Feb 2015,1.3775,1.5451
02 Mar 2015,1.3723,1.5362
03 Mar 2015,1.3743,1.5372
04 Mar 2015,1.3794,1.5269
05 Mar 2015,1.3812,1.5237
06 Mar 2015,1.3868,1.5061
09 Mar 2015,1.3918,1.5096
10 Mar 2015,1.4089,1.5085
11 Mar 2015,1.4134,1.4945
12 Mar 2015,1.4043,1.4905
13 Mar 2015,1.4022,1.4755
16 Mar 2015,1.3995,1.48
17 Mar 2015,1.3902,1.4743
18 Mar 2015,1.3799,1.4686
19 Mar 2015,1.3866,1.4727
20 Mar 2015,1.3828,1.4922
23 Mar 2015,1.3668,1.4936
24 Mar 2015,1.3633,1.4868
25 Mar 2015,1.3576,1.4915
26 Mar 2015,1.3594,1.4843
27 Mar 2015,1.3661,1.4878
30 Mar 2015,1.367,1.4806
31 Mar 2015,1.3821,1.4847
01 Apr 2015,1.3773,1.4816
02 Apr 2015,1.363,1.4828
07 Apr 2015,1.3693,1.4868
08 Apr 2015,1.383,1.4924
09 Apr 2015,1.3803,1.4737
10 Apr 2015,1.3792,1.4651
13 Apr 2015,1.3846,1.4642
14 Apr 2015,1.383,1.479
15 Apr 2015,1.3918,1.4766
16 Apr 2015,1.3923,1.4899
17 Apr 2015,1.3884,1.4961
20 Apr 2015,1.3869,1.4915
21 Apr 2015,1.3902,1.4933
22 Apr 2015,1.4022,1.5036
23 Apr 2015,1.3936,1.5054
24 Apr 2015,1.3959,1.5165
27 Apr 2015,1.3977,1.5211
28 Apr 2015,1.3954,1.5324
29 Apr 2015,1.3859,1.5454
30 Apr 2015,1.372,1.5368
01 May 2015,1.3527,1.5177
05 May 2015,1.3581,1.5193
06 May 2015,1.343,1.5248
07 May 2015,1.3498,1.52
08 May 2015,1.3743,1.5422
11 May 2015,1.3959,1.5562
12 May 2015,1.3926,1.5663
13 May 2015,1.3857,1.5729
14 May 2015,1.3847,1.5759
15 May 2015,1.3804,1.5789
18 May 2015,1.3799,1.5682
19 May 2015,1.3934,1.5507
20 May 2015,1.4006,1.5556
21 May 2015,1.4088,1.5666
22 May 2015,1.4057,1.5501
26 May 2015,1.4116,1.5384
27 May 2015,1.4092,1.5332
28 May 2015,1.4006,1.5292
29 May 2015,1.392,1.5261
01 Jun 2015,1.3955,1.5207
02 Jun 2015,1.3774,1.5329
03 Jun 2015,1.3609,1.5331
04 Jun 2015,1.3618,1.5365
05 Jun 2015,1.3721,1.5241
08 Jun 2015,1.3629,1.5274
09 Jun 2015,1.3622,1.5317
10 Jun 2015,1.3749,1.5541
11 Jun 2015,1.3792,1.5493
12 Jun 2015,1.3815,1.5568
15 Jun 2015,1.3811,1.5542
16 Jun 2015,1.3908,1.5627
17 Jun 2015,1.3986,1.571
18 Jun 2015,1.3927,1.5881
19 Jun 2015,1.4019,1.5884
22 Jun 2015,1.3879,1.5819
23 Jun 2015,1.4063,1.5729
24 Jun 2015,1.4057,1.572
25 Jun 2015,1.4049,1.5724
26 Jun 2015,1.4122,1.5729
29 Jun 2015,1.4119,1.5744
30 Jun 2015,1.4118,1.5729
01 Jul 2015,1.4072,1.5633
02 Jul 2015,1.405,1.5605
03 Jul 2015,1.4057,1.5605
06 Jul 2015,1.4088,1.5602
07 Jul 2015,1.4099,1.5419
08 Jul 2015,1.3874,1.5353
09 Jul 2015,1.3931,1.5387
10 Jul 2015,1.388,1.5508
13 Jul 2015,1.4104,1.5526
14 Jul 2015,1.4155,1.557
15 Jul 2015,1.4248,1.5616
16 Jul 2015,1.4294,1.5592
17 Jul 2015,1.4402,1.5633
20 Jul 2015,1.4352,1.5592
21 Jul 2015,1.4229,1.5561
22 Jul 2015,1.435,1.5631
23 Jul 2015,1.4142,1.5528
24 Jul 2015,1.4134,1.5505
27 Jul 2015,1.4028,1.5578
28 Jul 2015,1.4114,1.558
29 Jul 2015,1.4189,1.565
30 Jul 2015,1.4289,1.5609
31 Jul 2015,1.4126,1.5606
03 Aug 2015,1.4234,1.5619
04 Aug 2015,1.423,1.5598
05 Aug 2015,1.4361,1.5606
06 Aug 2015,1.4206,1.5503
07 Aug 2015,1.4144,1.5471
10 Aug 2015,1.4157,1.5544
11 Aug 2015,1.4095,1.5569
12 Aug 2015,1.3974,1.5638
13 Aug 2015,1.4003,1.5584
