SERIES,DESCRIPTION
IUDBEDR,Official Bank Rate
IUDSOIA,Daily Sterling overnight index average (SONIA) lending rate
XUDLDS1,Forward exchange rate - 1 month - US$ into Sterling
XUDLERS,Spot exchange rate - Euro into Sterling
XUDLUSS,Spot exchange rate - US $ into Sterling

DATE,IUDBEDR,IUDSOIA,XUDLDS1,XUDLERS,XUDLUSS
21 Apr 2004,4,3.5856,1.7681,1.4932,1.7727
22 Apr 2004,4,3.5505,1.7634,1.4899,1.7679
23 Apr 2004,4,4.2479,1.7621,1.4937,1.7666
26 Apr 2004,4,4.4353,1.782,1.5072,1.7866
27 Apr 2004,4,4.5266,1.7853,1.5038,1.7897
28 Apr 2004,4,4.6102,1.7702,1.4983,1.7744
29 Apr 2004,4,4.4357,1.7717,1.4876,1.7765
30 Apr 2004,4,3.9925,1.7684,1.4793,1.7735
04 May 2004,4,3.5844,1.7896,1.4849,1.7946
05 May 2004,4,3.483,1.7842,1.4755,1.7891
06 May 2004,4.25,3.8936,1.7895,1.4854,1.7944
07 May 2004,4.25,4.2391,1.7816,1.4997,1.7865
10 May 2004,4.25,4.271,1.7716,1.4975,1.7768
11 May 2004,4.25,4.3363,1.7509,1.4873,1.7559
12 May 2004,4.25,4.35,1.7703,1.4919,1.7752
13 May 2004,4.25,4.3464,1.7585,1.4896,1.7634
14 May 2004,4.25,4.3458,1.755,1.4845,1.7599
17 May 2004,4.25,4.3535,1.7624,1.4732,1.7676
18 May 2004,4.25,4.2801,1.7649,1.4799,1.77
19 May 2004,4.25,4.3687,1.7777,1.4814,1.7827
20 May 2004,4.25,4.167,1.7666,1.4854,1.7716
21 May 2004,4.25,4.0827,1.7856,1.4899,1.7906
24 May 2004,4.25,4.1928,1.7861,1.4975,1.7915
25 May 2004,4.25,4.2078,1.8055,1.496,1.8107
26 May 2004,4.25,4.2818,1.809,1.5004,1.8144
27 May 2004,4.25,4.4325,1.8303,1.4962,1.8353
28 May 2004,4.25,4.6399,1.8286,1.5016,1.8336
01 Jun 2004,4.25,4.5213,1.8319,1.5032,1.8374
02 Jun 2004,4.25,4.6718,1.8377,1.5014,1.843
03 Jun 2004,4.25,4.4234,1.837,1.5043,1.842
04 Jun 2004,4.25,3.9851,1.8319,1.501,1.8369
07 Jun 2004,4.25,3.9077,1.8311,1.4914,1.8361
08 Jun 2004,4.25,3.8165,1.8301,1.4961,1.8354
09 Jun 2004,4.25,3.7256,1.8231,1.5117,1.8282
10 Jun 2004,4.5,4.3379,1.8251,1.5134,1.8301
11 Jun 2004,4.5,4.4007,1.8127,1.5134,1.8177
14 Jun 2004,4.5,4.4482,1.8126,1.5041,1.8176
15 Jun 2004,4.5,4.4383,1.8138,1.5063,1.8191
16 Jun 2004,4.5,4.5422,1.8227,1.5223,1.8278
17 Jun 2004,4.5,4.3324,1.8281,1.5231,1.8331
18 Jun 2004,4.5,4.3196,1.8337,1.5161,1.8386
21 Jun 2004,4.5,4.3677,1.8247,1.5129,1.8296
22 Jun 2004,4.5,4.3697,1.8152,1.5058,1.8204
23 Jun 2004,4.5,4.5191,1.8143,1.5048,1.8193
24 Jun 2004,4.5,4.4043,1.8161,1.4953,1.821
25 Jun 2004,4.5,4.5098,1.8163,1.5006,1.8211
28 Jun 2004,4.5,4.5719,1.824,1.5002,1.8288
29 Jun 2004,4.5,4.6308,1.8027,1.4921,1.8077
30 Jun 2004,4.5,4.7368,1.8088,1.4905,1.8137
01 Jul 2004,4.5,4.3298,1.8102,1.493,1.8151
02 Jul 2004,4.5,4.3501,1.8223,1.4856,1.8273
05 Jul 2004,4.5,4.3604,1.8228,1.4897,1.8281
06 Jul 2004,4.5,4.311,1.8347,1.4987,1.8399
07 Jul 2004,4.5,4.2998,1.8492,1.4999,1.8542
08 Jul 2004,4.5,4.4236,1.8529,1.4982,1.8579
09 Jul 2004,4.5,4.4828,1.8486,1.4962,1.8536
12 Jul 2004,4.5,4.4675,1.8583,1.5021,1.8637
13 Jul 2004,4.5,4.4,1.8514,1.5064,1.8566
14 Jul 2004,4.5,4.3171,1.8514,1.4981,1.8564
15 Jul 2004,4.5,4.6627,1.8482,1.4979,1.8532
16 Jul 2004,4.5,4.4844,1.8679,1.5049,1.873
19 Jul 2004,4.5,4.3345,1.8655,1.5061,1.8709
20 Jul 2004,4.5,4.4407,1.8487,1.4978,1.8538
21 Jul 2004,4.5,4.4058,1.8311,1.5017,1.836
22 Jul 2004,4.5,4.3562,1.8422,1.5054,1.8473
23 Jul 2004,4.5,4.3915,1.8279,1.513,1.8329
26 Jul 2004,4.5,4.632,1.8354,1.5149,1.8409
27 Jul 2004,4.5,4.7007,1.8193,1.5122,1.8246
28 Jul 2004,4.5,4.9109,1.8178,1.5138,1.8229
29 Jul 2004,4.5,4.8662,1.8111,1.5046,1.816
30 Jul 2004,4.5,4.2418,1.8137,1.5107,1.8187
02 Aug 2004,4.5,4.1015,1.8208,1.5176,1.8264
03 Aug 2004,4.5,3.9388,1.8181,1.5114,1.823
04 Aug 2004,4.5,3.751,1.8192,1.5133,1.8244
05 Aug 2004,4.75,4.5761,1.8172,1.5125,1.8221
06 Aug 2004,4.75,4.9228,1.8391,1.5044,1.8441
09 Aug 2004,4.75,4.5795,1.834,1.5006,1.8393
10 Aug 2004,4.75,4.5841,1.8339,1.4935,1.8391
11 Aug 2004,4.75,4.5983,1.8231,1.498,1.8281
12 Aug 2004,4.75,4.7707,1.8168,1.4894,1.8218
13 Aug 2004,4.75,4.775,1.8376,1.4916,1.8426
16 Aug 2004,4.75,4.9129,1.835,1.491,1.8403
17 Aug 2004,4.75,4.7453,1.8231,1.4828,1.8282
18 Aug 2004,4.75,4.7419,1.8177,1.4824,1.8226
19 Aug 2004,4.75,4.8027,1.8273,1.4826,1.8323
20 Aug 2004,4.75,4.6633,1.8164,1.4777,1.8213
23 Aug 2004,4.75,4.6401,1.8095,1.4865,1.8147
24 Aug 2004,4.75,5.0496,1.7908,1.4814,1.7958
25 Aug 2004,4.75,4.6656,1.7946,1.4875,1.7994
26 Aug 2004,4.75,5.1871,1.7902,1.4843,1.7947
27 Aug 2004,4.75,4.593,1.7898,1.4907,1.7944
31 Aug 2004,4.75,4.6304,1.7943,1.4803,1.7992
01 Sep 2004,4.75,4.6747,1.7889,1.4737,1.7936
02 Sep 2004,4.75,5.1248,1.7849,1.4722,1.7894
03 Sep 2004,4.75,4.738,1.7715,1.4735,1.776
06 Sep 2004,4.75,4.9728,1.7752,1.4735,1.7797
07 Sep 2004,4.75,4.6037,1.7673,1.4674,1.7722
08 Sep 2004,4.75,4.7019,1.7782,1.4703,1.783
09 Sep 2004,4.75,4.632,1.7791,1.4659,1.7835
10 Sep 2004,4.75,4.5979,1.7964,1.4645,1.8009
13 Sep 2004,4.75,4.732,1.7912,1.4666,1.7957
14 Sep 2004,4.75,4.5931,1.7954,1.4654,1.8001
15 Sep 2004,4.75,4.6622,1.7716,1.4623,1.7761
16 Sep 2004,4.75,4.9905,1.7851,1.4742,1.7894
17 Sep 2004,4.75,4.8606,1.7865,1.4721,1.7908
20 Sep 2004,4.75,4.6485,1.7787,1.4677,1.783
21 Sep 2004,4.75,4.6382,1.7878,1.4626,1.7924
22 Sep 2004,4.75,4.6302,1.788,1.4647,1.7925
23 Sep 2004,4.75,4.6904,1.7948,1.4632,1.7992
24 Sep 2004,4.75,4.6092,1.7983,1.4694,1.8026
27 Sep 2004,4.75,4.626,1.8022,1.469,1.8066
28 Sep 2004,4.75,4.8069,1.8075,1.4714,1.8117
29 Sep 2004,4.75,4.9169,1.7952,1.4614,1.7997
30 Sep 2004,4.75,4.6412,1.805,1.457,1.8094
01 Oct 2004,4.75,4.6499,1.7917,1.4493,1.7961
04 Oct 2004,4.75,4.9817,1.7785,1.4544,1.7832
05 Oct 2004,4.75,4.6832,1.7772,1.4477,1.7817
06 Oct 2004,4.75,4.5966,1.7753,1.4466,1.7797
07 Oct 2004,4.75,4.8243,1.7775,1.4505,1.7819
08 Oct 2004,4.75,4.7913,1.7899,1.4452,1.7943
11 Oct 2004,4.75,4.6399,1.791,1.4504,1.7957
12 Oct 2004,4.75,4.6046,1.7825,1.452,1.787
13 Oct 2004,4.75,4.6698,1.7833,1.4573,1.7877
14 Oct 2004,4.75,5.0106,1.7913,1.4488,1.7957
15 Oct 2004,4.75,4.6437,1.801,1.4462,1.8054
18 Oct 2004,4.75,4.6434,1.7961,1.4384,1.8007
19 Oct 2004,4.75,4.7682,1.7998,1.4415,1.8043
20 Oct 2004,4.75,4.6462,1.8088,1.4386,1.8132
21 Oct 2004,4.75,4.7659,1.8231,1.4494,1.8276
22 Oct 2004,4.75,4.7932,1.8221,1.4459,1.8264
25 Oct 2004,4.75,4.8308,1.8341,1.4393,1.8388
26 Oct 2004,4.75,4.6317,1.8329,1.4384,1.8374
27 Oct 2004,4.75,4.6829,1.8327,1.4385,1.8372
28 Oct 2004,4.75,4.8664,1.8257,1.4367,1.8298
29 Oct 2004,4.75,4.6004,1.8283,1.4406,1.8324
01 Nov 2004,4.75,4.5926,1.8291,1.4385,1.8332
02 Nov 2004,4.75,4.565,1.8332,1.447,1.8376
03 Nov 2004,4.75,4.6822,1.8436,1.4437,1.8479
04 Nov 2004,4.75,5.0523,1.8384,1.4304,1.8425
05 Nov 2004,4.75,5.0069,1.8443,1.4316,1.8484
08 Nov 2004,4.75,4.6161,1.8533,1.4344,1.8574
09 Nov 2004,4.75,4.6267,1.8524,1.438,1.8566
10 Nov 2004,4.75,4.6144,1.8417,1.4293,1.8459
11 Nov 2004,4.75,4.6122,1.8381,1.4284,1.8421
12 Nov 2004,4.75,4.6228,1.8459,1.4302,1.8499
15 Nov 2004,4.75,4.6007,1.8455,1.4293,1.8495
16 Nov 2004,4.75,4.6279,1.849,1.4278,1.8532
17 Nov 2004,4.75,4.6013,1.852,1.4251,1.8561
18 Nov 2004,4.75,4.9936,1.8471,1.4252,1.8511
19 Nov 2004,4.75,4.8284,1.8544,1.4231,1.8583
22 Nov 2004,4.75,4.8417,1.8537,1.4242,1.8576
23 Nov 2004,4.75,4.6573,1.8666,1.4295,1.8709
24 Nov 2004,4.75,4.5886,1.8762,1.4288,1.8805
25 Nov 2004,4.75,4.8525,1.8849,1.4267,1.8888
26 Nov 2004,4.75,4.88,1.8895,1.4284,1.8936
29 Nov 2004,4.75,5.0616,1.8898,1.4259,1.8941
30 Nov 2004,4.75,4.7724,1.9077,1.4383,1.9119
01 Dec 2004,4.75,4.6094,1.9242,1.4489,1.9283
02 Dec 2004,4.75,4.8682,1.9204,1.4499,1.9243
03 Dec 2004,4.75,4.6727,1.9333,1.4487,1.9372
06 Dec 2004,4.75,4.6031,1.9365,1.4453,1.9407
07 Dec 2004,4.75,4.6535,1.9379,1.4461,1.942
08 Dec 2004,4.75,4.6435,1.9232,1.4526,1.9271
09 Dec 2004,4.75,4.6355,1.9126,1.4455,1.9164
10 Dec 2004,4.75,4.8171,1.9098,1.4473,1.9136
13 Dec 2004,4.75,4.7114,1.9165,1.4444,1.9207
14 Dec 2004,4.75,4.7311,1.9191,1.448,1.9232
15 Dec 2004,4.75,5.0086,1.9401,1.4484,1.9441
16 Dec 2004,4.75,4.9117,1.93,1.4558,1.9339
17 Dec 2004,4.75,4.8948,1.9317,1.4603,1.9356
20 Dec 2004,4.75,4.7622,1.945,1.4539,1.9492
21 Dec 2004,4.75,4.7863,1.922,1.4412,1.926
22 Dec 2004,4.75,4.8358,1.9088,1.4291,1.9127
23 Dec 2004,4.75,4.8207,1.915,1.4211,1.9192
24 Dec 2004,4.75,4.7935,1.9223,1.4232,1.9264
29 Dec 2004,4.75,4.8138,1.9118,1.4102,1.9157
30 Dec 2004,4.75,4.6235,1.9175,1.4097,1.9214
31 Dec 2004,4.75,4.8016,1.9158,1.4127,1.9199
04 Jan 2005,4.75,4.8981,1.8793,1.4171,1.8833
05 Jan 2005,4.75,4.8329,1.8843,1.4221,1.8881
06 Jan 2005,4.75,4.9037,1.8716,1.4236,1.8754
07 Jan 2005,4.75,4.7116,1.8643,1.4314,1.868
10 Jan 2005,4.75,4.6208,1.8709,1.4316,1.8748
11 Jan 2005,4.75,5.0047,1.8732,1.4273,1.877
12 Jan 2005,4.75,4.7481,1.8895,1.425,1.8932
13 Jan 2005,4.75,4.6457,1.8769,1.4247,1.8806
14 Jan 2005,4.75,4.5974,1.8648,1.4266,1.8684
17 Jan 2005,4.75,4.6263,1.8554,1.421,1.8593
18 Jan 2005,4.75,4.8048,1.8631,1.4334,1.8669
19 Jan 2005,4.75,4.8356,1.8732,1.44,1.8769
20 Jan 2005,4.75,4.8759,1.867,1.4445,1.8706
21 Jan 2005,4.75,4.6504,1.8658,1.438,1.8693
24 Jan 2005,4.75,4.6256,1.8719,1.4379,1.8757
25 Jan 2005,4.75,5.002,1.8611,1.439,1.8647
26 Jan 2005,4.75,4.7427,1.878,1.4393,1.8815
27 Jan 2005,4.75,4.6268,1.8832,1.4465,1.8864
28 Jan 2005,4.75,4.7986,1.8798,1.4474,1.8829
31 Jan 2005,4.75,4.6468,1.8828,1.4466,1.8859
01 Feb 2005,4.75,4.806,1.8768,1.4454,1.8799
02 Feb 2005,4.75,4.629,1.8817,1.446,1.8848
03 Feb 2005,4.75,4.8541,1.8763,1.4507,1.8794
04 Feb 2005,4.75,4.6125,1.8827,1.457,1.8858
07 Feb 2005,4.75,4.7832,1.8626,1.4538,1.8657
08 Feb 2005,4.75,4.8426,1.853,1.4535,1.8561
09 Feb 2005,4.75,4.7729,1.8547,1.4525,1.8578
10 Feb 2005,4.75,5.1115,1.8681,1.4512,1.8712
11 Feb 2005,4.75,4.6461,1.8623,1.4486,1.8654
14 Feb 2005,4.75,4.9115,1.8838,1.4554,1.8869
15 Feb 2005,4.75,4.6645,1.8841,1.4552,1.8872
16 Feb 2005,4.75,4.6287,1.8755,1.4467,1.8786
17 Feb 2005,4.75,4.6307,1.8875,1.4473,1.8906
18 Feb 2005,4.75,4.8521,1.8913,1.4499,1.8944
21 Feb 2005,4.75,4.6424,1.8939,1.4514,1.897
22 Feb 2005,4.75,4.8495,1.9026,1.4414,1.9057
23 Feb 2005,4.75,4.9216,1.9025,1.4446,1.906
24 Feb 2005,4.75,4.905,1.9043,1.4445,1.9077
25 Feb 2005,4.75,4.9762,1.9119,1.4521,1.9153
28 Feb 2005,4.75,5.2804,1.9221,1.4507,1.9257
01 Mar 2005,4.75,5.2253,1.9164,1.4559,1.9198
02 Mar 2005,4.75,4.6366,1.9068,1.4564,1.9101
03 Mar 2005,4.75,5.2559,1.9051,1.4539,1.9084
04 Mar 2005,4.75,4.6242,1.9225,1.4541,1.9258
07 Mar 2005,4.75,4.6114,1.9104,1.4511,1.9139
08 Mar 2005,4.75,4.643,1.9277,1.4471,1.9311
09 Mar 2005,4.75,4.7003,1.9179,1.438,1.9212
10 Mar 2005,4.75,4.8442,1.9204,1.4345,1.9236
11 Mar 2005,4.75,4.62,1.9238,1.4316,1.927
14 Mar 2005,4.75,4.6227,1.9085,1.43,1.9119
15 Mar 2005,4.75,4.6234,1.9124,1.439,1.9157
16 Mar 2005,4.75,4.6829,1.9252,1.4359,1.9284
17 Mar 2005,4.75,4.6416,1.9205,1.4376,1.9237
18 Mar 2005,4.75,4.6443,1.9124,1.4415,1.9155
21 Mar 2005,4.75,4.886,1.8929,1.4384,1.8962
22 Mar 2005,4.75,4.935,1.896,1.4385,1.8992
23 Mar 2005,4.75,4.9693,1.8706,1.4396,1.8737
24 Mar 2005,4.75,4.639,1.8672,1.4421,1.8702
29 Mar 2005,4.75,4.6576,1.8714,1.4513,1.8743
30 Mar 2005,4.75,4.669,1.88,1.4528,1.8832
31 Mar 2005,4.75,4.8668,1.8874,1.4543,1.8904
01 Apr 2005,4.75,4.8661,1.8858,1.4573,1.8888
04 Apr 2005,4.75,4.9315,1.8693,1.4597,1.8722
05 Apr 2005,4.75,4.9547,1.8737,1.4619,1.8768
06 Apr 2005,4.75,4.9679,1.8741,1.4609,1.8771
07 Apr 2005,4.75,4.866,1.874,1.4545,1.8768
08 Apr 2005,4.75,4.7354,1.8721,1.4591,1.8749
11 Apr 2005,4.75,4.6615,1.8873,1.4585,1.8902
12 Apr 2005,4.75,4.8551,1.8827,1.4635,1.8857
13 Apr 2005,4.75,4.8769,1.8894,1.4671,1.8923
14 Apr 2005,4.75,4.9204,1.8786,1.4688,1.8814
15 Apr 2005,4.75,4.857,1.8904,1.4642,1.8932
18 Apr 2005,4.75,4.6359,1.901,1.463,1.9038
19 Apr 2005,4.75,4.6638,1.9132,1.4699,1.9162
20 Apr 2005,4.75,4.8432,1.9139,1.4668,1.9168
21 Apr 2005,4.75,4.6557,1.9095,1.4588,1.9122
22 Apr 2005,4.75,4.6379,1.9126,1.4643,1.9153
25 Apr 2005,4.75,4.8752,1.9088,1.4729,1.9115
26 Apr 2005,4.75,4.6297,1.9007,1.4689,1.9036
27 Apr 2005,4.75,4.8714,1.9043,1.4711,1.9071
28 Apr 2005,4.75,4.8874,1.907,1.4784,1.9098
29 Apr 2005,4.75,4.8697,1.9071,1.4795,1.91
03 May 2005,4.75,4.8513,1.8879,1.4671,1.8907
04 May 2005,4.75,4.8242,1.8994,1.4681,1.9021
05 May 2005,4.75,4.7733,1.9019,1.4718,1.9046
06 May 2005,4.75,4.6334,1.8899,1.4733,1.8926
09 May 2005,4.75,4.7664,1.8799,1.468,1.8828
10 May 2005,4.75,4.623,1.881,1.4628,1.8838
11 May 2005,4.75,4.5977,1.8715,1.4625,1.8742
12 May 2005,4.75,4.7073,1.8612,1.4663,1.8639
13 May 2005,4.75,4.6019,1.853,1.4672,1.8556
16 May 2005,4.75,4.6025,1.832,1.4537,1.8348
17 May 2005,4.75,4.5933,1.8366,1.4559,1.8393
18 May 2005,4.75,4.7247,1.8318,1.4515,1.8344
19 May 2005,4.75,4.6041,1.8334,1.4549,1.836
20 May 2005,4.75,4.598,1.822,1.4543,1.8246
23 May 2005,4.75,4.7104,1.8265,1.4541,1.8293
24 May 2005,4.75,4.894,1.8258,1.4531,1.8284
25 May 2005,4.75,4.9142,1.8283,1.4537,1.8309
26 May 2005,4.75,4.7609,1.819,1.4545,1.8215
27 May 2005,4.75,4.6204,1.821,1.4535,1.8235
31 May 2005,4.75,4.756,1.8198,1.4761,1.8225
01 Jun 2005,4.75,4.8616,1.8129,1.4803,1.8155
02 Jun 2005,4.75,4.8179,1.8146,1.4789,1.817
03 Jun 2005,4.75,4.6011,1.814,1.48,1.8164
06 Jun 2005,4.75,4.5955,1.8169,1.481,1.8193
07 Jun 2005,4.75,4.585,1.8275,1.4914,1.83
08 Jun 2005,4.75,4.7672,1.8365,1.4915,1.8389
09 Jun 2005,4.75,4.8495,1.8162,1.4914,1.8185
10 Jun 2005,4.75,4.6726,1.8109,1.4958,1.8132
13 Jun 2005,4.75,4.8664,1.799,1.4963,1.8012
14 Jun 2005,4.75,4.734,1.8047,1.5002,1.8071
15 Jun 2005,4.75,4.6706,1.8169,1.5021,1.8192
16 Jun 2005,4.75,4.7195,1.8169,1.5053,1.8191
17 Jun 2005,4.75,4.7732,1.8215,1.491,1.8237
20 Jun 2005,4.75,4.9131,1.8218,1.5028,1.824
21 Jun 2005,4.75,4.914,1.8239,1.5049,1.8262
22 Jun 2005,4.75,4.9355,1.8204,1.5024,1.8226
23 Jun 2005,4.75,4.9748,1.8173,1.5098,1.8194
24 Jun 2005,4.75,4.8734,1.8198,1.5072,1.8219
27 Jun 2005,4.75,4.8933,1.8241,1.5016,1.8262
28 Jun 2005,4.75,4.7212,1.8152,1.5042,1.8172
29 Jun 2005,4.75,4.8692,1.8025,1.4951,1.8046
30 Jun 2005,4.75,4.8483,1.7904,1.4804,1.7925
01 Jul 2005,4.75,4.6561,1.7696,1.4802,1.7717
04 Jul 2005,4.75,4.6528,1.7592,1.4793,1.7612
05 Jul 2005,4.75,4.7305,1.7522,1.4732,1.7543
06 Jul 2005,4.75,4.757,1.7558,1.4737,1.7578
07 Jul 2005,4.75,4.7495,1.7395,1.4571,1.7415
08 Jul 2005,4.75,4.7606,1.7339,1.4547,1.7359
11 Jul 2005,4.75,4.8757,1.7535,1.4545,1.7556
12 Jul 2005,4.75,4.6111,1.7713,1.4536,1.7733
13 Jul 2005,4.75,4.5961,1.7528,1.4511,1.7547
14 Jul 2005,4.75,4.7875,1.7588,1.4548,1.7607
15 Jul 2005,4.75,4.8432,1.7519,1.4564,1.7537
18 Jul 2005,4.75,4.8269,1.7486,1.4516,1.7505
19 Jul 2005,4.75,4.8683,1.7356,1.4487,1.7374
20 Jul 2005,4.75,4.617,1.7279,1.4398,1.7296
21 Jul 2005,4.75,4.8678,1.7438,1.4401,1.7455
22 Jul 2005,4.75,4.8918,1.7422,1.4395,1.7439
25 Jul 2005,4.75,4.923,1.7424,1.4458,1.7442
26 Jul 2005,4.75,4.9658,1.7401,1.4486,1.7418
27 Jul 2005,4.75,4.6299,1.7406,1.4473,1.7423
28 Jul 2005,4.75,4.6163,1.7508,1.4501,1.7523
29 Jul 2005,4.75,4.6204,1.7592,1.449,1.7607
01 Aug 2005,4.75,4.6932,1.7687,1.4501,1.7703
02 Aug 2005,4.75,4.6163,1.7695,1.4507,1.7711
03 Aug 2005,4.75,4.6132,1.7786,1.4453,1.7802
04 Aug 2005,4.5,4.6476,1.777,1.4378,1.7784
05 Aug 2005,4.5,4.4301,1.7728,1.438,1.7742
08 Aug 2005,4.5,4.6742,1.7857,1.4453,1.7872
09 Aug 2005,4.5,4.4294,1.7832,1.4455,1.7846
10 Aug 2005,4.5,4.6072,1.7954,1.4509,1.7968
11 Aug 2005,4.5,4.3544,1.8067,1.4533,1.8081
12 Aug 2005,4.5,4.3458,1.8138,1.46,1.8152
15 Aug 2005,4.5,4.3624,1.8072,1.4626,1.8087
16 Aug 2005,4.5,4.3608,1.8085,1.4678,1.8099
17 Aug 2005,4.5,4.3631,1.8087,1.471,1.8101
18 Aug 2005,4.5,4.5213,1.793,1.4739,1.7943
19 Aug 2005,4.5,4.6012,1.7907,1.4756,1.792
22 Aug 2005,4.5,4.6969,1.8013,1.4739,1.8027
23 Aug 2005,4.5,4.7158,1.7979,1.4743,1.7992
24 Aug 2005,4.5,4.7359,1.7973,1.4679,1.7986
25 Aug 2005,4.5,4.7371,1.801,1.4664,1.8022
26 Aug 2005,4.5,4.7047,1.8071,1.4663,1.8083
30 Aug 2005,4.5,4.7362,1.7831,1.4636,1.7843
31 Aug 2005,4.5,4.7577,1.7978,1.4628,1.799
01 Sep 2005,4.5,4.759,1.8279,1.467,1.8291
02 Sep 2005,4.5,4.7255,1.8401,1.4675,1.8413
05 Sep 2005,4.5,4.4101,1.8421,1.4729,1.8433
06 Sep 2005,4.5,4.5167,1.8417,1.4765,1.843
07 Sep 2005,4.5,4.6858,1.8383,1.4779,1.8396
08 Sep 2005,4.5,4.7255,1.8401,1.4834,1.8413
09 Sep 2005,4.5,4.6889,1.8392,1.4807,1.8403
12 Sep 2005,4.5,4.6311,1.8211,1.4832,1.8222
13 Sep 2005,4.5,4.4075,1.8213,1.4842,1.8225
14 Sep 2005,4.5,4.6553,1.8261,1.4848,1.8273
15 Sep 2005,4.5,4.5652,1.8032,1.4768,1.8043
16 Sep 2005,4.5,4.6265,1.8035,1.4771,1.8046
19 Sep 2005,4.5,4.3646,1.8039,1.4859,1.8049
20 Sep 2005,4.5,4.3533,1.8034,1.4825,1.8045
21 Sep 2005,4.5,4.5616,1.8116,1.4825,1.8126
22 Sep 2005,4.5,4.3498,1.7889,1.4738,1.7899
23 Sep 2005,4.5,4.3384,1.776,1.4722,1.777
26 Sep 2005,4.5,4.6174,1.7729,1.4742,1.7739
27 Sep 2005,4.5,4.4531,1.7646,1.4707,1.7656
28 Sep 2005,4.5,4.5925,1.7605,1.4668,1.7615
29 Sep 2005,4.5,4.6768,1.7602,1.4662,1.7612
30 Sep 2005,4.5,4.3942,1.7678,1.467,1.7688
03 Oct 2005,4.5,4.5053,1.7536,1.4732,1.7546
04 Oct 2005,4.5,4.3425,1.7603,1.4753,1.7612
05 Oct 2005,4.5,4.3413,1.7602,1.4731,1.7611
06 Oct 2005,4.5,4.4136,1.7726,1.4617,1.7735
07 Oct 2005,4.5,4.3366,1.7588,1.4524,1.7597
10 Oct 2005,4.5,4.3383,1.7514,1.4548,1.7523
11 Oct 2005,4.5,4.3582,1.7456,1.4561,1.7465
12 Oct 2005,4.5,4.5122,1.7508,1.4561,1.7516
13 Oct 2005,4.5,4.6114,1.7478,1.4651,1.7486
14 Oct 2005,4.5,4.6476,1.7656,1.4636,1.7664
17 Oct 2005,4.5,4.3397,1.7524,1.4574,1.7531
18 Oct 2005,4.5,4.3136,1.7469,1.465,1.7476
19 Oct 2005,4.5,4.3262,1.7607,1.4699,1.7614
20 Oct 2005,4.5,4.3941,1.77,1.478,1.7707
21 Oct 2005,4.5,4.6052,1.7742,1.4772,1.7749
24 Oct 2005,4.5,4.35,1.7683,1.4763,1.769
25 Oct 2005,4.5,4.3627,1.7847,1.4755,1.7854
26 Oct 2005,4.5,4.6744,1.7754,1.4704,1.776
27 Oct 2005,4.5,4.4052,1.783,1.4685,1.7836
28 Oct 2005,4.5,4.347,1.7761,1.4686,1.7767
31 Oct 2005,4.5,4.3925,1.7694,1.4776,1.77
01 Nov 2005,4.5,4.6484,1.7608,1.4688,1.7614
02 Nov 2005,4.5,4.3897,1.7741,1.4711,1.7747
03 Nov 2005,4.5,4.3679,1.7754,1.4794,1.776
04 Nov 2005,4.5,4.6262,1.7492,1.4812,1.7498
07 Nov 2005,4.5,4.6396,1.7415,1.4774,1.7421
08 Nov 2005,4.5,4.6332,1.7383,1.4785,1.7389
09 Nov 2005,4.5,4.6691,1.7398,1.4832,1.7404
10 Nov 2005,4.5,4.6292,1.7465,1.4873,1.7471
11 Nov 2005,4.5,4.3842,1.74,1.4868,1.7405
14 Nov 2005,4.5,4.3601,1.7378,1.4856,1.7383
15 Nov 2005,4.5,4.4418,1.7322,1.4845,1.7328
16 Nov 2005,4.5,4.3573,1.7146,1.4707,1.7151
17 Nov 2005,4.5,4.6478,1.7201,1.4672,1.7206
18 Nov 2005,4.5,4.5897,1.713,1.4636,1.7134
21 Nov 2005,4.5,4.6324,1.7184,1.4642,1.7188
22 Nov 2005,4.5,4.6695,1.711,1.4609,1.7114
23 Nov 2005,4.5,4.6938,1.721,1.4599,1.7214
24 Nov 2005,4.5,4.3713,1.7236,1.4625,1.724
25 Nov 2005,4.5,4.3651,1.7157,1.4626,1.7161
28 Nov 2005,4.5,4.5168,1.7201,1.4588,1.7205
29 Nov 2005,4.5,4.6555,1.7168,1.4599,1.7171
30 Nov 2005,4.5,4.7196,1.7301,1.4683,1.7304
01 Dec 2005,4.5,4.3907,1.7296,1.477,1.7299
02 Dec 2005,4.5,4.6729,1.7301,1.48,1.7304
05 Dec 2005,4.5,4.7202,1.7365,1.477,1.7368
06 Dec 2005,4.5,4.7122,1.7379,1.4759,1.7382
07 Dec 2005,4.5,4.6848,1.7326,1.4782,1.7329
08 Dec 2005,4.5,4.6287,1.7497,1.4798,1.75
09 Dec 2005,4.5,4.3694,1.7555,1.4837,1.7558
12 Dec 2005,4.5,4.3793,1.7721,1.4827,1.7724
13 Dec 2005,4.5,4.5192,1.7693,1.4829,1.7696
14 Dec 2005,4.5,4.6762,1.7734,1.4744,1.7737
15 Dec 2005,4.5,4.697,1.7626,1.4752,1.7629
16 Dec 2005,4.5,4.7221,1.772,1.4764,1.7723
19 Dec 2005,4.5,4.6328,1.7622,1.4696,1.7625
20 Dec 2005,4.5,4.5633,1.7594,1.4801,1.7597
21 Dec 2005,4.5,4.7216,1.7387,1.4721,1.739
22 Dec 2005,4.5,4.7475,1.7358,1.4633,1.7361
