SERIES,DESCRIPTION
IUDBEDR,Official Bank Rate
IUDSOIA,Daily Sterling overnight index average (SONIA) lending rate
XUDLDS1,Forward exchange rate - 1 month - US$ into Sterling
XUDLERS,Spot exchange rate - Euro into Sterling
XUDLUSS,Spot exchange rate - US $ into Sterling

DATE,IUDBEDR,IUDSOIA,XUDLDS1,XUDLERS,XUDLUSS
04 Jan 2000,5.5,4.591,1.6354,1.5874,1.6352
05 Jan 2000,5.5,4.4584,1.6392,1.5862,1.639
06 Jan 2000,5.5,4.9208,1.648,1.5921,1.6478
07 Jan 2000,5.5,4.4172,1.6374,1.5909,1.6372
10 Jan 2000,5.5,4.2968,1.6379,1.5956,1.6377
11 Jan 2000,5.5,3.9486,1.647,1.5994,1.6469
12 Jan 2000,5.5,3.6436,1.6463,1.6025,1.6462
13 Jan 2000,5.75,5.5285,1.6493,1.6056,1.6491
14 Jan 2000,5.75,5.0126,1.6351,1.6152,1.6349
17 Jan 2000,5.75,5.4604,1.6316,1.6174,1.6315
18 Jan 2000,5.75,5.5056,1.6378,1.6199,1.6376
19 Jan 2000,5.75,6.1642,1.6403,1.6242,1.6403
20 Jan 2000,5.75,6.0458,1.6492,1.6332,1.6492
21 Jan 2000,5.75,5.8912,1.6506,1.6391,1.6506
24 Jan 2000,5.75,5.8686,1.6521,1.6483,1.6521
25 Jan 2000,5.75,6.0595,1.6498,1.6392,1.6499
26 Jan 2000,5.75,6.0749,1.6405,1.6382,1.6405
27 Jan 2000,5.75,6.5169,1.6373,1.6565,1.6373
28 Jan 2000,5.75,6.0424,1.6198,1.6529,1.6198
31 Jan 2000,5.75,6.606,1.6209,1.6574,1.6209
01 Feb 2000,5.75,6.1338,1.6145,1.6598,1.6145
02 Feb 2000,5.75,5.8505,1.6044,1.6498,1.6043
03 Feb 2000,5.75,5.8447,1.6029,1.6288,1.6029
04 Feb 2000,5.75,5.6334,1.5885,1.6214,1.5886
07 Feb 2000,5.75,5.2398,1.5897,1.6246,1.5898
08 Feb 2000,5.75,5.0384,1.6112,1.6333,1.6114
09 Feb 2000,5.75,4.6908,1.6103,1.6271,1.6105
10 Feb 2000,6,6.2416,1.6051,1.6289,1.6054
11 Feb 2000,6,5.8519,1.5945,1.6182,1.5947
14 Feb 2000,6,5.9246,1.5879,1.6215,1.5881
15 Feb 2000,6,6.0684,1.5969,1.6241,1.5971
16 Feb 2000,6,6.227,1.6019,1.6291,1.6022
17 Feb 2000,6,5.73,1.6064,1.6291,1.6066
18 Feb 2000,6,6.1442,1.5967,1.6212,1.5969
21 Feb 2000,6,5.8418,1.5979,1.6192,1.598
22 Feb 2000,6,6.1601,1.6148,1.6038,1.615
23 Feb 2000,6,5.8504,1.6046,1.5987,1.6048
24 Feb 2000,6,6.3514,1.6013,1.6078,1.6015
25 Feb 2000,6,5.9295,1.5943,1.6289,1.5945
28 Feb 2000,6,5.8994,1.5901,1.6446,1.5903
29 Feb 2000,6,6.0053,1.5789,1.64,1.579
01 Mar 2000,6,6.241,1.5844,1.637,1.5845
02 Mar 2000,6,6.3003,1.5796,1.635,1.5797
03 Mar 2000,6,5.8338,1.5812,1.6439,1.5813
06 Mar 2000,6,5.9165,1.5732,1.6365,1.5732
07 Mar 2000,6,6.2693,1.5811,1.651,1.5812
08 Mar 2000,6,5.9069,1.5823,1.6537,1.5824
09 Mar 2000,6,5.7663,1.5823,1.6323,1.5822
10 Mar 2000,6,5.4667,1.5788,1.6366,1.5787
13 Mar 2000,6,5.4238,1.5792,1.6331,1.579
14 Mar 2000,6,5.2997,1.5709,1.6314,1.5707
15 Mar 2000,6,5.2697,1.5724,1.6222,1.5722
16 Mar 2000,6,5.1976,1.5771,1.6207,1.5768
17 Mar 2000,6,6.2567,1.572,1.6228,1.5717
20 Mar 2000,6,5.7718,1.5661,1.615,1.5657
21 Mar 2000,6,6.1537,1.5774,1.6237,1.5771
22 Mar 2000,6,6.5235,1.5679,1.6307,1.5676
23 Mar 2000,6,5.6885,1.5821,1.6304,1.5818
24 Mar 2000,6,5.4785,1.5886,1.6347,1.5883
27 Mar 2000,6,5.4679,1.5918,1.6399,1.5915
28 Mar 2000,6,5.3095,1.5859,1.6396,1.5855
29 Mar 2000,6,5.5004,1.5853,1.6625,1.585
30 Mar 2000,6,5.7661,1.5941,1.6675,1.5938
31 Mar 2000,6,5.7179,1.5955,1.6662,1.5952
03 Apr 2000,6,5.6914,1.5959,1.6683,1.5956
04 Apr 2000,6,5.5847,1.5964,1.6725,1.5962
05 Apr 2000,6,5.3954,1.5917,1.6482,1.5915
06 Apr 2000,6,5.8267,1.583,1.6502,1.5827
07 Apr 2000,6,5.8689,1.5825,1.6507,1.5822
10 Apr 2000,6,6.1592,1.5834,1.6494,1.5831
11 Apr 2000,6,6.1984,1.5886,1.6502,1.5883
12 Apr 2000,6,5.935,1.5873,1.6567,1.587
13 Apr 2000,6,5.8132,1.5891,1.663,1.5887
14 Apr 2000,6,5.6068,1.5877,1.66,1.5873
17 Apr 2000,6,5.8734,1.5868,1.6618,1.5865
18 Apr 2000,6,5.9436,1.578,1.662,1.5777
19 Apr 2000,6,6.4177,1.5802,1.6798,1.58
20 Apr 2000,6,6.2604,1.5807,1.6823,1.5805
25 Apr 2000,6,5.9393,1.5797,1.7031,1.5795
26 Apr 2000,6,6.0767,1.5807,1.7114,1.5805
27 Apr 2000,6,6.3859,1.5756,1.7284,1.5754
28 Apr 2000,6,5.8485,1.5641,1.7166,1.5638
02 May 2000,6,5.717,1.5623,1.7207,1.5619
03 May 2000,6,5.5954,1.5627,1.752,1.5623
04 May 2000,6,6.1485,1.545,1.7315,1.5445
05 May 2000,6,5.8867,1.5277,1.7102,1.5272
08 May 2000,6,5.7085,1.5306,1.7115,1.5299
09 May 2000,6,5.7223,1.5331,1.6983,1.5324
10 May 2000,6,5.7731,1.5223,1.6695,1.5216
11 May 2000,6,6.0756,1.5021,1.6621,1.5015
12 May 2000,6,6.3722,1.5161,1.6721,1.5154
15 May 2000,6,5.9116,1.5161,1.6536,1.5154
16 May 2000,6,6.3565,1.4979,1.6542,1.4972
17 May 2000,6,5.8053,1.4913,1.6728,1.4905
18 May 2000,6,5.6339,1.4817,1.6574,1.4809
19 May 2000,6,5.6976,1.4852,1.6624,1.4844
22 May 2000,6,6.1507,1.4942,1.652,1.4934
23 May 2000,6,6.3281,1.4786,1.6266,1.4778
24 May 2000,6,5.8,1.4735,1.6228,1.4727
25 May 2000,6,6.0279,1.4736,1.6245,1.4728
26 May 2000,6,5.6527,1.4848,1.6031,1.484
30 May 2000,6,5.8159,1.4983,1.6059,1.4975
31 May 2000,6,5.9768,1.4958,1.612,1.495
01 Jun 2000,6,5.7501,1.4936,1.6031,1.4928
02 Jun 2000,6,5.6895,1.508,1.5964,1.5072
05 Jun 2000,6,5.6545,1.5121,1.6006,1.5113
06 Jun 2000,6,5.5374,1.5243,1.589,1.5234
07 Jun 2000,6,6.2445,1.5199,1.5874,1.519
08 Jun 2000,6,6.5592,1.51,1.5832,1.5091
09 Jun 2000,6,5.5629,1.5052,1.582,1.5043
12 Jun 2000,6,5.7222,1.5129,1.5855,1.5121
13 Jun 2000,6,5.7503,1.5144,1.5759,1.5135
14 Jun 2000,6,5.6151,1.5041,1.5665,1.5032
15 Jun 2000,6,6.2218,1.5071,1.5813,1.5062
16 Jun 2000,6,5.5817,1.5164,1.5772,1.5155
19 Jun 2000,6,5.6417,1.5133,1.5751,1.5124
20 Jun 2000,6,6.212,1.5087,1.5778,1.5077
21 Jun 2000,6,5.7432,1.4997,1.5842,1.4988
22 Jun 2000,6,6.5069,1.5124,1.6088,1.5115
23 Jun 2000,6,6.7775,1.5031,1.6041,1.5022
26 Jun 2000,6,5.7092,1.5013,1.6006,1.5004
27 Jun 2000,6,5.7257,1.5002,1.5898,1.4992
28 Jun 2000,6,6.3515,1.512,1.5974,1.5111
29 Jun 2000,6,6.0537,1.5212,1.5953,1.5203
30 Jun 2000,6,5.2592,1.5151,1.5795,1.5141
03 Jul 2000,6,5.3602,1.5146,1.5909,1.5136
04 Jul 2000,6,5.7605,1.5163,1.5945,1.5153
05 Jul 2000,6,5.581,1.5135,1.5813,1.5125
06 Jul 2000,6,6.0046,1.5155,1.5848,1.5146
07 Jul 2000,6,5.5963,1.5162,1.5964,1.5153
10 Jul 2000,6,5.7229,1.5146,1.5892,1.5137
11 Jul 2000,6,5.7648,1.5151,1.5924,1.5142
12 Jul 2000,6,6.6081,1.5146,1.6035,1.5137
13 Jul 2000,6,6.6004,1.5012,1.6044,1.5003
14 Jul 2000,6,5.7441,1.5026,1.602,1.5017
17 Jul 2000,6,5.8204,1.494,1.5972,1.4931
18 Jul 2000,6,6.1991,1.4961,1.6039,1.4952
19 Jul 2000,6,6.4737,1.4954,1.6169,1.4945
20 Jul 2000,6,6.7766,1.5045,1.6269,1.5037
21 Jul 2000,6,6.3387,1.5151,1.6241,1.5143
24 Jul 2000,6,5.6143,1.5161,1.6238,1.5152
25 Jul 2000,6,5.6898,1.5196,1.6132,1.5187
26 Jul 2000,6,5.8457,1.5184,1.6106,1.5175
27 Jul 2000,6,6.5343,1.5164,1.6136,1.5155
28 Jul 2000,6,5.8396,1.5052,1.6229,1.5044
31 Jul 2000,6,5.8457,1.4984,1.6158,1.4975
01 Aug 2000,6,5.6508,1.501,1.621,1.5002
02 Aug 2000,6,5.6139,1.495,1.635,1.4942
03 Aug 2000,6,6.2961,1.4971,1.654,1.4962
04 Aug 2000,6,6.2903,1.5069,1.6574,1.5061
07 Aug 2000,6,5.7439,1.5096,1.6608,1.5087
08 Aug 2000,6,5.8561,1.5051,1.6721,1.5042
09 Aug 2000,6,5.7512,1.5021,1.6725,1.5012
10 Aug 2000,6,5.6104,1.5008,1.6505,1.5
11 Aug 2000,6,6.1151,1.5042,1.6616,1.5034
14 Aug 2000,6,6.5434,1.5072,1.6661,1.5063
15 Aug 2000,6,5.7008,1.5076,1.6497,1.5067
16 Aug 2000,6,5.6076,1.5001,1.6446,1.4992
17 Aug 2000,6,5.486,1.4996,1.6383,1.4987
18 Aug 2000,6,5.4545,1.4948,1.6438,1.4939
21 Aug 2000,6,5.7207,1.4931,1.6512,1.4922
22 Aug 2000,6,5.7353,1.4855,1.653,1.4846
23 Aug 2000,6,6.3423,1.481,1.6556,1.4801
24 Aug 2000,6,5.7816,1.482,1.641,1.4812
25 Aug 2000,6,5.9821,1.4753,1.6289,1.4745
29 Aug 2000,6,6.7793,1.4609,1.6293,1.4602
30 Aug 2000,6,5.7057,1.4563,1.6292,1.4555
31 Aug 2000,6,5.6946,1.4556,1.6364,1.4548
01 Sep 2000,6,5.7317,1.4616,1.6235,1.4608
04 Sep 2000,6,5.7728,1.4618,1.6241,1.461
05 Sep 2000,6,5.8285,1.4516,1.6325,1.4508
06 Sep 2000,6,5.5902,1.4516,1.6526,1.4508
07 Sep 2000,6,6.4061,1.435,1.6468,1.4342
08 Sep 2000,6,6.4372,1.4238,1.6428,1.423
11 Sep 2000,6,6.3456,1.4188,1.6441,1.418
12 Sep 2000,6,6.6734,1.4066,1.635,1.4058
13 Sep 2000,6,6.6507,1.4122,1.6332,1.4114
14 Sep 2000,6,6.6845,1.4092,1.6349,1.4085
15 Sep 2000,6,5.8551,1.4071,1.6303,1.4063
18 Sep 2000,6,5.7532,1.4015,1.6413,1.4007
19 Sep 2000,6,6.1462,1.4073,1.6477,1.4065
20 Sep 2000,6,6.0441,1.4143,1.6678,1.4135
21 Sep 2000,6,6.0071,1.4231,1.6676,1.4223
22 Sep 2000,6,5.7305,1.4585,1.6537,1.4577
25 Sep 2000,6,5.7511,1.4529,1.6628,1.4521
26 Sep 2000,6,6.2992,1.4573,1.6552,1.4566
27 Sep 2000,6,6.5419,1.4632,1.6596,1.4624
28 Sep 2000,6,6.2138,1.4656,1.6595,1.4648
29 Sep 2000,6,6.1806,1.479,1.6747,1.4783
02 Oct 2000,6,5.7862,1.4699,1.6667,1.469
03 Oct 2000,6,6.1583,1.4583,1.6632,1.4575
04 Oct 2000,6,5.9853,1.4588,1.6709,1.458
05 Oct 2000,6,5.6515,1.4537,1.6712,1.4529
06 Oct 2000,6,6.0713,1.4475,1.6633,1.4467
09 Oct 2000,6,6.1413,1.449,1.6665,1.4482
10 Oct 2000,6,6.4857,1.4494,1.6681,1.4486
11 Oct 2000,6,5.6243,1.4661,1.6767,1.4653
12 Oct 2000,6,5.4973,1.4693,1.7034,1.4685
13 Oct 2000,6,5.5305,1.4622,1.7003,1.4614
16 Oct 2000,6,5.7227,1.4467,1.7039,1.4458
17 Oct 2000,6,5.5811,1.4405,1.6942,1.4397
18 Oct 2000,6,5.6645,1.4537,1.7135,1.4529
19 Oct 2000,6,5.5915,1.4428,1.7177,1.442
20 Oct 2000,6,5.4647,1.4459,1.7251,1.4451
23 Oct 2000,6,5.9051,1.453,1.7374,1.4521
24 Oct 2000,6,6.14,1.4498,1.731,1.449
25 Oct 2000,6,5.8122,1.436,1.7325,1.4352
26 Oct 2000,6,5.7414,1.4321,1.7272,1.4313
27 Oct 2000,6,5.6664,1.4511,1.7218,1.4503
30 Oct 2000,6,5.6881,1.4535,1.7196,1.4527
31 Oct 2000,6,5.9876,1.4529,1.7138,1.4521
01 Nov 2000,6,5.7099,1.4483,1.688,1.4475
02 Nov 2000,6,5.9551,1.4481,1.6825,1.4473
03 Nov 2000,6,5.9764,1.4491,1.6776,1.4483
06 Nov 2000,6,5.6278,1.4342,1.6645,1.4335
07 Nov 2000,6,6.145,1.4312,1.6618,1.4303
08 Nov 2000,6,5.7274,1.4261,1.6637,1.4253
09 Nov 2000,6,6.0743,1.4253,1.6583,1.4245
10 Nov 2000,6,5.8131,1.4307,1.6565,1.4299
13 Nov 2000,6,6.2153,1.44,1.6733,1.4392
14 Nov 2000,6,6.4767,1.4292,1.6648,1.4284
15 Nov 2000,6,5.7783,1.4293,1.6618,1.4285
16 Nov 2000,6,6.0051,1.4231,1.6648,1.4222
17 Nov 2000,6,6.2271,1.4241,1.669,1.4233
20 Nov 2000,6,6.4222,1.4255,1.6783,1.4247
21 Nov 2000,6,6.0442,1.4183,1.6763,1.4175
22 Nov 2000,6,5.6807,1.4145,1.6762,1.4135
23 Nov 2000,6,6.4158,1.4012,1.6627,1.4003
24 Nov 2000,6,5.7856,1.4026,1.6693,1.4017
27 Nov 2000,6,5.6149,1.4177,1.6684,1.4168
28 Nov 2000,6,5.8959,1.4202,1.66,1.4193
29 Nov 2000,6,5.6882,1.4237,1.6546,1.4225
30 Nov 2000,6,6.3055,1.4193,1.629,1.4182
01 Dec 2000,6,6.2636,1.4334,1.641,1.4323
04 Dec 2000,6,5.6824,1.4539,1.6337,1.4527
05 Dec 2000,6,5.6708,1.4455,1.6323,1.4443
06 Dec 2000,6,5.5586,1.4377,1.6238,1.4366
07 Dec 2000,6,6.0361,1.443,1.6208,1.442
08 Dec 2000,6,5.9843,1.4511,1.633,1.4501
11 Dec 2000,6,5.9161,1.4568,1.6584,1.4557
12 Dec 2000,6,5.8617,1.4494,1.6514,1.4483
13 Dec 2000,6,5.7543,1.4519,1.6576,1.4509
14 Dec 2000,6,6.2721,1.4708,1.6564,1.4699
15 Dec 2000,6,5.8487,1.4756,1.6432,1.4746
18 Dec 2000,6,5.7204,1.4681,1.6378,1.467
19 Dec 2000,6,5.7041,1.4647,1.6426,1.4637
20 Dec 2000,6,5.5177,1.475,1.6256,1.4738
21 Dec 2000,6,5.0308,1.4758,1.6133,1.4747
22 Dec 2000,6,5.7761,1.478,1.5992,1.4769
27 Dec 2000,6,6.3947,1.4894,1.5998,1.4885
28 Dec 2000,6,5.6771,1.4905,1.6097,1.4896
29 Dec 2000,6,4.3589,1.496,1.5938,1.495
02 Jan 2001,6,5.7733,1.4965,1.5788,1.4956
03 Jan 2001,6,6.0869,1.5055,1.5913,1.5047
04 Jan 2001,6,5.526,1.4939,1.5807,1.4931
05 Jan 2001,6,5.326,1.4957,1.5711,1.4955
08 Jan 2001,6,5.3786,1.4996,1.5778,1.4994
09 Jan 2001,6,5.2348,1.4912,1.5851,1.4911
10 Jan 2001,6,5.7468,1.4904,1.5846,1.4903
11 Jan 2001,6,6.3986,1.4947,1.5727,1.4947
12 Jan 2001,6,6.0413,1.4784,1.5585,1.4784
15 Jan 2001,6,6.1991,1.4787,1.5694,1.4787
16 Jan 2001,6,6.0572,1.4703,1.5629,1.4702
17 Jan 2001,6,6.0842,1.473,1.5831,1.4729
18 Jan 2001,6,6.4398,1.4759,1.5624,1.476
19 Jan 2001,6,6.4387,1.4684,1.5694,1.4685
22 Jan 2001,6,6.7105,1.4608,1.5615,1.4609
23 Jan 2001,6,5.4619,1.4708,1.5656,1.4709
24 Jan 2001,6,5.8631,1.4575,1.5795,1.4576
25 Jan 2001,6,6.3756,1.4588,1.5852,1.4589
26 Jan 2001,6,5.4442,1.4567,1.5797,1.4568
29 Jan 2001,6,5.7227,1.4564,1.5862,1.4566
30 Jan 2001,6,5.6353,1.465,1.5804,1.4604
31 Jan 2001,6,6.3133,1.4613,1.5714,1.4616
01 Feb 2001,6,6.7888,1.4774,1.5717,1.4777
02 Feb 2001,6,5.8022,1.4685,1.5735,1.4687
05 Feb 2001,6,6.8072,1.4751,1.5691,1.4753
06 Feb 2001,6,6.8966,1.4604,1.5676,1.4605
07 Feb 2001,6,6.934,1.4618,1.5677,1.4619
08 Feb 2001,5.75,6.5733,1.4452,1.5737,1.4453
09 Feb 2001,5.75,6.0045,1.4462,1.5654,1.4463
12 Feb 2001,5.75,5.5506,1.4519,1.5621,1.4521
13 Feb 2001,5.75,5.4937,1.4516,1.576,1.4517
14 Feb 2001,5.75,5.621,1.46,1.5898,1.4601
15 Feb 2001,5.75,5.6226,1.4499,1.6045,1.45
16 Feb 2001,5.75,5.9788,1.4515,1.5852,1.4517
19 Feb 2001,5.75,5.4119,1.4458,1.5704,1.4459
20 Feb 2001,5.75,5.4755,1.4448,1.5892,1.4449
21 Feb 2001,5.75,5.073,1.4447,1.5844,1.4447
22 Feb 2001,5.75,5.0323,1.4464,1.5935,1.4465
23 Feb 2001,5.75,5.1643,1.4485,1.6052,1.4487
26 Feb 2001,5.75,5.0774,1.4414,1.5848,1.4417
27 Feb 2001,5.75,5.2665,1.4415,1.5706,1.442
28 Feb 2001,5.75,6.3192,1.4417,1.568,1.4421
01 Mar 2001,5.75,5.8305,1.4544,1.5645,1.4547
02 Mar 2001,5.75,5.0332,1.4738,1.5754,1.4741
05 Mar 2001,5.75,5.2708,1.4683,1.5808,1.4686
06 Mar 2001,5.75,4.8981,1.4664,1.5766,1.4667
07 Mar 2001,5.75,4.8493,1.4615,1.5756,1.4618
08 Mar 2001,5.75,4.8229,1.4681,1.576,1.4685
09 Mar 2001,5.75,4.6541,1.4673,1.5748,1.4677
12 Mar 2001,5.75,4.4938,1.4656,1.5779,1.466
13 Mar 2001,5.75,4.7046,1.4522,1.5837,1.4526
14 Mar 2001,5.75,4.6988,1.4479,1.5886,1.4483
15 Mar 2001,5.75,4.756,1.4436,1.5931,1.4441
16 Mar 2001,5.75,5.4304,1.4297,1.5946,1.4303
19 Mar 2001,5.75,6.1067,1.4252,1.588,1.4259
20 Mar 2001,5.75,6.5143,1.4276,1.5817,1.4283
21 Mar 2001,5.75,5.7369,1.4287,1.5927,1.4293
22 Mar 2001,5.75,5.9064,1.4187,1.6065,1.4192
23 Mar 2001,5.75,5.3509,1.4288,1.6006,1.4293
26 Mar 2001,5.75,6.3067,1.4328,1.6007,1.4334
27 Mar 2001,5.75,5.919,1.4365,1.5989,1.4371
28 Mar 2001,5.75,5.3937,1.4342,1.6135,1.4347
29 Mar 2001,5.75,6.107,1.4356,1.6282,1.4362
30 Mar 2001,5.75,6.053,1.4212,1.609,1.4217
02 Apr 2001,5.75,6.3844,1.42,1.6107,1.4205
03 Apr 2001,5.75,6.6008,1.4265,1.6093,1.427
04 Apr 2001,5.75,6.7194,1.4329,1.588,1.4333
05 Apr 2001,5.5,6.2586,1.4283,1.5931,1.4287
06 Apr 2001,5.5,5.0762,1.4391,1.5968,1.4395
09 Apr 2001,5.5,6.2392,1.449,1.6072,1.4494
10 Apr 2001,5.5,5.8223,1.4382,1.6167,1.4385
11 Apr 2001,5.5,4.5148,1.4345,1.6214,1.4348
12 Apr 2001,5.5,4.0512,1.4398,1.612,1.4402
17 Apr 2001,5.5,4.9318,1.4311,1.6229,1.4314
18 Apr 2001,5.5,4.7217,1.4194,1.6298,1.4197
19 Apr 2001,5.5,4.6429,1.4356,1.6159,1.4365
20 Apr 2001,5.5,4.7916,1.4407,1.5997,1.4416
23 Apr 2001,5.5,5.0164,1.4386,1.6042,1.4396
24 Apr 2001,5.5,5.0882,1.4349,1.6061,1.436
25 Apr 2001,5.5,4.9248,1.4386,1.6045,1.4397
26 Apr 2001,5.5,4.9026,1.4392,1.597,1.4402
27 Apr 2001,5.5,5.1338,1.4355,1.6094,1.4366
30 Apr 2001,5.5,5.1817,1.4297,1.6141,1.4309
01 May 2001,5.5,5.5336,1.4313,1.6076,1.4324
02 May 2001,5.5,5.4588,1.4325,1.6077,1.4336
03 May 2001,5.5,5.5822,1.4318,1.6035,1.4329
04 May 2001,5.5,6.0918,1.4368,1.606,1.4375
08 May 2001,5.5,6.524,1.4309,1.6178,1.4321
09 May 2001,5.5,6.5986,1.4207,1.6083,1.4219
10 May 2001,5.25,6.1277,1.4213,1.6107,1.4226
11 May 2001,5.25,5.6529,1.4187,1.6209,1.4199
14 May 2001,5.25,5.853,1.417,1.6228,1.4183
15 May 2001,5.25,6.0406,1.4205,1.6184,1.4218
16 May 2001,5.25,5.6023,1.4283,1.6167,1.4295
17 May 2001,5.25,5.0336,1.4284,1.6223,1.4296
18 May 2001,5.25,5.0359,1.4284,1.6305,1.4296
21 May 2001,5.25,5.1209,1.4353,1.642,1.4366
22 May 2001,5.25,4.8882,1.427,1.6484,1.4283
23 May 2001,5.25,4.9134,1.4232,1.6547,1.4244
24 May 2001,5.25,4.9031,1.4089,1.6443,1.4102
25 May 2001,5.25,4.6485,1.4192,1.6577,1.4205
29 May 2001,5.25,4.9378,1.4176,1.6606,1.4183
30 May 2001,5.25,5.4731,1.4217,1.6604,1.423
31 May 2001,5.25,5.9056,1.4188,1.6772,1.4201
01 Jun 2001,5.25,5.1583,1.4135,1.6718,1.4148
04 Jun 2001,5.25,5.2654,1.4129,1.6685,1.4142
05 Jun 2001,5.25,4.9884,1.4082,1.6622,1.4095
06 Jun 2001,5.25,4.9322,1.3925,1.646,1.3938
07 Jun 2001,5.25,4.8373,1.3873,1.6333,1.3886
08 Jun 2001,5.25,4.8433,1.3785,1.6266,1.3798
11 Jun 2001,5.25,4.9054,1.3713,1.6311,1.3726
12 Jun 2001,5.25,5.3504,1.3773,1.6238,1.3788
13 Jun 2001,5.25,5.4448,1.3864,1.63,1.3878
14 Jun 2001,5.25,5.7992,1.3989,1.6289,1.4002
15 Jun 2001,5.25,4.4995,1.4019,1.6276,1.4033
18 Jun 2001,5.25,4.4593,1.4024,1.6299,1.4038
19 Jun 2001,5.25,4.4211,1.4007,1.6353,1.4023
20 Jun 2001,5.25,4.3698,1.3936,1.6378,1.3952
21 Jun 2001,5.25,4.2938,1.4126,1.6568,1.4142
22 Jun 2001,5.25,4.2612,1.4098,1.6523,1.4114
25 Jun 2001,5.25,4.3925,1.4125,1.6418,1.4141
26 Jun 2001,5.25,4.3471,1.414,1.6429,1.4157
27 Jun 2001,5.25,4.5431,1.4119,1.6439,1.4136
28 Jun 2001,5.25,4.5517,1.4074,1.6605,1.4089
29 Jun 2001,5.25,4.7082,1.4051,1.6599,1.4066
02 Jul 2001,5.25,5.3075,1.4138,1.6727,1.4154
03 Jul 2001,5.25,5.566,1.4056,1.662,1.4072
04 Jul 2001,5.25,5.6445,1.4048,1.6628,1.4064
05 Jul 2001,5.25,5.6853,1.398,1.673,1.3995
06 Jul 2001,5.25,5.2406,1.4055,1.6649,1.407
09 Jul 2001,5.25,5.4184,1.4077,1.6603,1.4094
10 Jul 2001,5.25,5.5074,1.4097,1.6489,1.4113
11 Jul 2001,5.25,6.0833,1.4127,1.6421,1.4143
12 Jul 2001,5.25,5.5152,1.4046,1.6498,1.4061
13 Jul 2001,5.25,4.541,1.3993,1.6447,1.4008
16 Jul 2001,5.25,5.8112,1.3983,1.6373,1.3999
17 Jul 2001,5.25,4.9927,1.3989,1.6443,1.4003
18 Jul 2001,5.25,4.4827,1.414,1.6246,1.4155
19 Jul 2001,5.25,4.4088,1.415,1.6295,1.4165
20 Jul 2001,5.25,4.4776,1.4266,1.6362,1.4282
23 Jul 2001,5.25,5.0579,1.4173,1.6348,1.419
24 Jul 2001,5.25,4.8776,1.4183,1.6241,1.42
25 Jul 2001,5.25,5.5041,1.4259,1.6241,1.4276
26 Jul 2001,5.25,5.5612,1.4259,1.6281,1.4275
27 Jul 2001,5.25,5.1837,1.4217,1.6296,1.4233
30 Jul 2001,5.25,5.7157,1.4228,1.6279,1.4246
31 Jul 2001,5.25,5.8914,1.4236,1.63,1.4254
01 Aug 2001,5.25,5.8366,1.4301,1.629,1.4319
02 Aug 2001,5,5.8225,1.431,1.6237,1.4321
03 Aug 2001,5,5.7038,1.4278,1.6138,1.4293
06 Aug 2001,5,5.8986,1.4175,1.6121,1.419
07 Aug 2001,5,4.7094,1.4162,1.617,1.4176
08 Aug 2001,5,4.2952,1.413,1.6135,1.4139
09 Aug 2001,5,4.2759,1.4199,1.5996,1.4214
10 Aug 2001,5,4.2472,1.4251,1.5931,1.4266
13 Aug 2001,5,4.2199,1.4205,1.5828,1.422
14 Aug 2001,5,4.2152,1.4195,1.5824,1.421
15 Aug 2001,5,4.2088,1.4368,1.5783,1.4383
16 Aug 2001,5,4.2287,1.4415,1.581,1.4431
17 Aug 2001,5,4.2744,1.4429,1.5761,1.4445
20 Aug 2001,5,4.6103,1.4427,1.5831,1.4444
21 Aug 2001,5,4.296,1.4467,1.587,1.4483
22 Aug 2001,5,4.2917,1.454,1.5808,1.4556
23 Aug 2001,5,5.7749,1.4452,1.5845,1.4468
24 Aug 2001,5,5.6075,1.4449,1.5844,1.4464
28 Aug 2001,5,5.0229,1.4469,1.5924,1.4483
29 Aug 2001,5,5.3996,1.4505,1.595,1.4519
30 Aug 2001,5,4.5097,1.448,1.5942,1.4494
31 Aug 2001,5,4.253,1.4491,1.5968,1.4505
03 Sep 2001,5,4.2272,1.4505,1.602,1.4519
04 Sep 2001,5,4.195,1.4445,1.6236,1.446
05 Sep 2001,5,4.1757,1.4511,1.6353,1.4526
06 Sep 2001,5,4.1517,1.4512,1.6302,1.4527
07 Sep 2001,5,4.1514,1.4601,1.618,1.4617
10 Sep 2001,5,4.2007,1.4567,1.6218,1.4583
11 Sep 2001,5,5.3449,1.4675,1.6181,1.4693
12 Sep 2001,5,5.6178,1.4615,1.6157,1.4633
13 Sep 2001,5,5.3477,1.4673,1.6171,1.469
14 Sep 2001,5,5.0529,1.4673,1.596,1.4691
17 Sep 2001,5,5.4185,1.4647,1.5952,1.4668
18 Sep 2001,4.75,5.2313,1.46,1.5863,1.4624
19 Sep 2001,4.75,5.2257,1.4653,1.579,1.4678
20 Sep 2001,4.75,4.7377,1.4634,1.5811,1.4657
21 Sep 2001,4.75,4.6743,1.4552,1.5917,1.4575
24 Sep 2001,4.75,5.1669,1.4623,1.6005,1.4646
25 Sep 2001,4.75,4.905,1.4675,1.5915,1.4699
26 Sep 2001,4.75,4.8313,1.4724,1.6013,1.4749
27 Sep 2001,4.75,5.2284,1.4732,1.6032,1.4756
28 Sep 2001,4.75,5.1683,1.4675,1.6134,1.4699
01 Oct 2001,4.75,5.592,1.4757,1.6147,1.4784
02 Oct 2001,4.75,5.6445,1.4636,1.6002,1.4661
